id	gold standard passage	top_1	top_3	top_5
69	[5956380, 4414547]	2582169	2582169;11291348;9169645	2582169;11291348;9169645;39281166;4414547
71	[1127562]	1127562	1127562;5002665;7036529	1127562;5002665;7036529;7834603;16267205
73	[6076903]	16737210	16737210;41774099;21859699	16737210;41774099;21859699;45461275;104130
74	[4387784]	14492339	14492339;25657127;4387784	14492339;25657127;4387784;23342686;22896970
76	[5531479]	5531479	5531479;52925737;43192375	5531479;52925737;43192375;3330111;9164724
77	[5531479]	5531479	5531479;52925737;3330111	5531479;52925737;3330111;9164724;30675656
78	[5099266]	5099266	5099266;11661377;154796494	5099266;11661377;154796494;6082738;8427306
79	[5099266]	5099266	5099266;24005548;4583180	5099266;24005548;4583180;6327940;41781905
80	[4920376]	4320424	4320424;15365719;24670522	4320424;15365719;24670522;9160947;13923140
81	[1797622]	17119869	17119869;2437807;16964262	17119869;2437807;16964262;23901235;38919140
82	[3619372]	3619372	3619372;16375102;4427392	3619372;16375102;4427392;39465575;20033112
85	[7521113, 22406695]	12827098	12827098;12966719;6722522	12827098;12966719;6722522;3155731;26611834
86	[7521113, 22406695]	12827098	12827098;12966719;6722522	12827098;12966719;6722522;3155731;26611834
88	[7521113, 22406695]	12827098	12827098;12966719;6446747	12827098;12966719;6446747;19489351;16999023
89	[7521113, 22406695]	25068298	25068298;12827098;24594624	25068298;12827098;24594624;12966719;24766509
90	[22406695]	25068298	25068298;12827098;24594624	25068298;12827098;24594624;12966719;24766509
91	[1084345]	13464392	13464392;18988265;33684572	13464392;18988265;33684572;3230557;22264117
92	[1084345]	13464392	13464392;18988265;33684572	13464392;18988265;33684572;3230557;22264117
93	[2692522]	4399311	4399311;5386514;32533299	4399311;5386514;32533299;6000423;15435343
95	[1215116]	4961038	4961038;26121646;18025240	4961038;26121646;18025240;7433668;13580614
96	[14500725]	14500725	14500725;12258338;6085365	14500725;12258338;6085365;9274291;24916604
98	[6540064]	4505748	4505748;52175065;6540064	4505748;52175065;6540064;9846940;2048139
104	[40164383]	52893592	52893592;7227763;32159283	52893592;7227763;32159283;34054472;17897801
105	[36606083]	164189	164189;2841164;17097974	164189;2841164;17097974;11992632;14591894
106	[25515907, 5151024]	25515907	25515907;45447613;8318922	25515907;45447613;8318922;30639847;54490092
108	[6191684, 22995579, 23865182]	22995579	22995579;30813140;23865182	22995579;30813140;23865182;24865781;24770122
109	[4319174]	29381091	29381091;43192375;1568684	29381091;43192375;1568684;40232172;32955023
111	[13513790]	13513790	13513790;7581911;32776084	13513790;7581911;32776084;3360421;2437807
112	[6157837]	6157837	6157837;14584755;356218	6157837;14584755;356218;140098548;42865134
114	[33872649]	56391045	56391045;20101846;15194125	56391045;20101846;15194125;21789744;33872649
116	[33872649]	15879544	15879544;33872649;30226988	15879544;33872649;30226988;21232018;18037805
119	[14606752]	18174210	18174210;26132041;14606752	18174210;26132041;14606752;13883546;14566771
120	[14606752]	834336	834336;26132041;13883546	834336;26132041;13883546;14606752;9614443
121	[31460499]	12801438	12801438;31460499;4695107	12801438;31460499;4695107;24157077;4664540
122	[31460499]	12801438	12801438;31460499;4695107	12801438;31460499;4695107;24157077;4664540
123	[4883040]	7111021	7111021;4883040;3033830	7111021;4883040;3033830;27768226;19058822
126	[24512064]	20996244	20996244;23915841;21323587	20996244;23915841;21323587;24943534;601033
134	[4695046]	35087728	35087728;2844897;5824985	35087728;2844897;5824985;27024392;21884449
138	[26016929]	26016929	26016929;21636085;21060008	26016929;21636085;21060008;457630;19521501
139	[22080671]	4468861	4468861;13889430;1522647	4468861;13889430;1522647;24159217;5649538
144	[10582939]	10582939	10582939;2853291;24766509	10582939;2853291;24766509;25985964;40164383
149	[6227220]	6227220	6227220;2481032;1907601	6227220;2481032;1907601;41120293;5268462
152	[15488881]	15488881	15488881;12324049;9705208	15488881;12324049;9705208;7020505;37269418
153	[4702639]	9929089	9929089;16494316;4702639	9929089;16494316;4702639;1917068;34469966
154	[4702639]	9929089	9929089;16494316;4702639	9929089;16494316;4702639;1917068;34469966
155	[37549932]	34436231	34436231;10450725;18855191	34436231;10450725;18855191;778436;37549932
156	[37549932]	34436231	34436231;10450725;3730196	34436231;10450725;3730196;37549932;10670430
157	[13439128]	39637840	39637840;2679511;2758012	39637840;2679511;2758012;17939443;4411655
159	[9394119]	9394119	9394119;4414547;24144677	9394119;4414547;24144677;9211173;8892905
160	[52874170]	52874170	52874170;23816832;3078080	52874170;23816832;3078080;654735;27866735
161	[6903077]	6903077	6903077;7688110;29288582	6903077;7688110;29288582;26751583;19427410
164	[5824985]	43220289	43220289;29022271;27768226	43220289;29022271;27768226;40949706;18872233
165	[5824985]	43220289	43220289;29022271;27768226	43220289;29022271;27768226;38551172;40949706
166	[18872233]	18872233	18872233;43220289;19071857	18872233;43220289;19071857;5824985;29022271
167	[18872233]	18872233	18872233;43220289;19071857	18872233;43220289;19071857;5824985;29022271
168	[5824985]	7627167	7627167;43220289;29022271	7627167;43220289;29022271;40949706;18872233
169	[5824985]	7627167	7627167;29022271;43220289	7627167;29022271;43220289;38551172;40949706
172	[12670680]	12670680	12670680;28149602;14938990	12670680;28149602;14938990;28015516;5448119
173	[8126244]	29877890	29877890;20725212;13907427	29877890;20725212;13907427;30184745;8411251
174	[1710116]	6985854	6985854;5377059;25597580	6985854;5377059;25597580;79336156;54561709
175	[1710116]	6985854	6985854;25597580;5377059	6985854;25597580;5377059;79336156;54561709
176	[32587939]	25510546	25510546;8453819;38477436	25510546;8453819;38477436;29459383;7198295
177	[9669099]	9669099	9669099;21557055;11903247	9669099;21557055;11903247;14367469;43880096
178	[16322674, 27123743, 23557241, 17450673]	2140497	2140497;4414547;16086778	2140497;4414547;16086778;20280410;16734530
181	[16966326]	16966326	16966326;35231675;9217800	16966326;35231675;9217800;13380011;41644178
182	[11369420]	6374918	6374918;13205096;4387494	6374918;13205096;4387494;11344428;12903921
184	[12827098]	10078024	10078024;12827098;3758260	10078024;12827098;3758260;35811036;12130067
186	[16855829]	17374970	17374970;41380943;34228604	17374970;41380943;34228604;44624045;2295434
187	[16855829]	17374970	17374970;41380943;34228604	17374970;41380943;34228604;44624045;2295434
189	[4421578]	3566945	3566945;4421578;7177329	3566945;4421578;7177329;13469921;26038789
196	[19313533]	19313533	19313533;5108807;9752604	19313533;5108807;9752604;9021186;23052989
197	[2177022]	6123924	6123924;4422734;327319	6123924;4422734;327319;36889513;37256966
199	[2177022]	46353045	46353045;5839365;22130056	46353045;5839365;22130056;12705056;37444589
200	[18231807]	18231807	18231807;2462673;40365566	18231807;2462673;40365566;2014909;13868795
201	[2462673]	2462673	2462673;17017465;36398420	2462673;17017465;36398420;35079452;13868795
203	[9558539]	9558539	9558539;87430549;25513319	9558539;87430549;25513319;41548287;24349992
204	[7898952]	470625	470625;24921368;3174305	470625;24921368;3174305;41380943;2739854
205	[7898952, 470625]	470625	470625;1840993;1544804	470625;1840993;1544804;41380943;3174305
209	[32587939]	25510546	25510546;8453819;38477436	25510546;8453819;38477436;29459383;7198295
210	[13794374]	13794374	13794374;20288322;33569870	13794374;20288322;33569870;8816869;11742219
211	[13794374]	8300657	8300657;13794374;5633957	8300657;13794374;5633957;7451018;4993011
214	[13625993]	27054878	27054878;750781;7640792	27054878;750781;7640792;25028913;6121668
220	[19205437]	19205437	19205437;15535511;11742219	19205437;15535511;11742219;25183830;10846815
221	[19205437]	10846815	10846815;37964706;970012	10846815;37964706;970012;7438803;52865789
222	[19205437]	10846815	10846815;19205437;37964706	10846815;19205437;37964706;7438803;52865789
223	[2014909]	5836	5836;15435343;2014909	5836;15435343;2014909;25726838;31564409
224	[6944800]	952111	952111;32742683;3559136	952111;32742683;3559136;25726838;35993767
225	[6944800]	952111	952111;9648896;32742683	952111;9648896;32742683;2130391;3376731
226	[6944800]	952111	952111;9648896;32742683	952111;9648896;32742683;2130391;3376731
227	[26973393]	5406411	5406411;40710501;46127781	5406411;40710501;46127781;9909405;14555750
228	[4928057]	12827098	12827098;4928057;4460880	12827098;4928057;4460880;2973910;4932668
229	[56893404]	56893404	56893404;8892905;1866911	56893404;8892905;1866911;17656445;27449472
235	[4388470]	4388470	4388470;23581096;37822406	4388470;23581096;37822406;86129154;5597586
241	[2212067, 10608822]	4385779	4385779;8087082;3805841	4385779;8087082;3805841;38127792;10704438
242	[2212067, 10608822]	4385779	4385779;8087082;3805841	4385779;8087082;3805841;10704438;38127792
243	[8148122]	8148122	8148122;36618603;18489989	8148122;36618603;18489989;23418635;4325137
244	[21498497]	21498497	21498497;32927401;24707550	21498497;32927401;24707550;23273454;31313782
245	[8447873, 3430789]	3430789	3430789;22547508;25104843	3430789;22547508;25104843;24097933;12209494
246	[8447873, 3430789]	22547508	22547508;3430789;25104843	22547508;3430789;25104843;24097933;12209494
247	[13578199]	13578199	13578199;18895793;44387884	13578199;18895793;44387884;5764562;10669582
250	[1568684]	1568684	1568684;40232172;29381091	1568684;40232172;29381091;14865329;18450716
251	[1568684]	1568684	1568684;40232172;29381091	1568684;40232172;29381091;14865329;18450716
253	[37424881]	8595678	8595678;19278208;42441846	8595678;19278208;42441846;14566771;37424881
254	[37424881]	8595678	8595678;19278208;42441846	8595678;19278208;42441846;14566771;37424881
255	[5850219]	9142761	9142761;44660616;6876224	9142761;44660616;6876224;75636923;10976596
256	[5850219]	44660616	44660616;23704559;11880289	44660616;23704559;11880289;6876224;13497630
258	[22080671]	13223806	13223806;29509926;33986507	13223806;29509926;33986507;27403802;23286603
259	[8883846]	20261352	20261352;21700295;8629328	20261352;21700295;8629328;5003144;14644164
262	[14610165]	9724974	9724974;1583134;20179918	9724974;1583134;20179918;23716150;29429111
263	[11328820, 30041340, 14853989]	30041340	30041340;9878167;29399239	30041340;9878167;29399239;14853989;17967608
264	[11328820]	30041340	30041340;9878167;29399239	30041340;9878167;29399239;14853989;17967608
265	[2033917]	2033917	2033917;11674596;1684489	2033917;11674596;1684489;2991954;600808
266	[22405338]	22405338	22405338;7492420;16839245	22405338;7492420;16839245;3034412;2613411
267	[5912283, 31554917]	5912283	5912283;25104843;7111021	5912283;25104843;7111021;12672066;22482820
272	[11614737]	11614737	11614737;24019260;34369306	11614737;24019260;34369306;22482820;10617916
277	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;8979167;22938539
278	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;14492339;16737210
280	[25001628]	25001628	25001628;20707861;47240151	25001628;20707861;47240151;5238341;19482914
281	[4632921]	8331432	8331432;3052213;13878643	8331432;3052213;13878643;20935673;6401675
283	[1974176]	1974176	1974176;6176498;8708082	1974176;6176498;8708082;13282296;44387884
285	[5548081]	2947540	2947540;9507605;94109411	2947540;9507605;94109411;38355793;3512154
286	[4709641]	7029990	7029990;29107180;33835579	7029990;29107180;33835579;24731248;4347374
287	[4709641]	7029990	7029990;29107180;33835579	7029990;29107180;33835579;24731248;4347374
290	[15048300]	15048300	15048300;32969964;27024392	15048300;32969964;27024392;13123189;44586415
292	[15048300]	15048300	15048300;13843341;39334724	15048300;13843341;39334724;3752408;32969964
293	[10874408]	8210189	8210189;13613916;11527822	8210189;13613916;11527822;10300888;4414481
296	[4398832]	7622767	7622767;45875990;600808	7622767;45875990;600808;3056682;24864273
299	[39381118]	23887844	23887844;3883485;19974105	23887844;3883485;19974105;12197393;8502193
301	[3553087]	8065561	8065561;45875990;13878643	8065561;45875990;13878643;19099739;39929509
304	[14797520]	14797520	14797520;25175223;4162857	14797520;25175223;4162857;32275758;33397197
305	[14797520]	14797520	14797520;25175223;4162857	14797520;25175223;4162857;32275758;33397197
306	[7821634]	24211561	24211561;37065914;7821634	24211561;37065914;7821634;24190159;935034
308	[7821634]	29073751	29073751;7506409;18938992	29073751;7506409;18938992;21562657;7821634
309	[7821634]	7821634	7821634;24190159;935034	7821634;24190159;935034;23403754;28697248
310	[6173523]	14464451	14464451;7324039;14915566	14464451;7324039;14915566;1544804;6535392
313	[6173523]	14464451	14464451;7324039;14915566	14464451;7324039;14915566;1544804;143251
315	[3701541]	10463997	10463997;5409325;32766786	10463997;5409325;32766786;33370;27647593
316	[712078]	30915421	30915421;30805636;38401028	30915421;30805636;38401028;8708082;19843244
317	[4506414]	30639847	30639847;30058568;25515907	30639847;30058568;25515907;14121786;243694
323	[2014909]	11915280	11915280;6334188;142562844	11915280;6334188;142562844;29366489;35861290
325	[40349336]	29689140	29689140;30353437;6250701	29689140;30353437;6250701;40349336;2032877
326	[40349336]	40349336	40349336;29689140;30353437	40349336;29689140;30353437;24917562;36950726
330	[9505448]	2158516	2158516;9505448;24825841	2158516;9505448;24825841;26019505;12265561
331	[9505448]	26019505	26019505;12265561;28107602	26019505;12265561;28107602;1852826;17123657
332	[29023309]	29023309	29023309;8300657;24943534	29023309;8300657;24943534;35651106;20864487
333	[29023309]	29023309	29023309;8300657;24943534	29023309;8300657;24943534;35651106;20864487
334	[25079962]	23100962	23100962;8536018;26658659	23100962;8536018;26658659;32985041;5785219
335	[1780819]	1780819	1780819;43014661;7451018	1780819;43014661;7451018;25263942;4767806
336	[2097256]	4561402	4561402;18816720;791050	4561402;18816720;791050;42387637;39559521
337	[2097256]	18816720	18816720;791050;42387637	18816720;791050;42387637;39559521;17454301
339	[23349986]	23349986	23349986;24211561;456304	23349986;24211561;456304;36288526;15948830
340	[7098463]	7098463	7098463;32850528;13580614	7098463;32850528;13580614;32481310;31229233
341	[7098463]	7098463	7098463;32850528;13580614	7098463;32850528;13580614;32481310;31229233
342	[7873737, 5884524]	29253460	29253460;19308127;7873737	29253460;19308127;7873737;23783727;2842550
345	[4394817]	23577867	23577867;30580263;5254463	23577867;30580263;5254463;27772649;935034
346	[11902109]	4394817	4394817;8610932;21804115	4394817;8610932;21804115;16826810;3202143
347	[11902109]	4394817	4394817;8610932;21804115	4394817;8610932;21804115;16826810;3202143
349	[13497630]	13497630	13497630;18344910;9997636	13497630;18344910;9997636;14682243;17088791
351	[14658685]	13036442	13036442;5633957;6128334	13036442;5633957;6128334;39048693;20179918
352	[14658685]	9142761	9142761;9704467;39048693	9142761;9704467;39048693;6128334;38805486
355	[12800122, 38380061]	38380061	38380061;13936152;28086354	38380061;13936152;28086354;12800122;16562534
356	[6144337]	6144337	6144337;31272411;8604837	6144337;31272411;8604837;41120293;10039688
357	[18111172]	18111172	18111172;22937815;14446279	18111172;22937815;14446279;12552297;17768946
358	[18111172]	18111172	18111172;22937815;14446279	18111172;22937815;14446279;12552297;17768946
361	[38587347]	10354110	10354110;38587347;29125354	10354110;38587347;29125354;30369606;16853734
363	[5386514]	35256900	35256900;1071991;37444589	35256900;1071991;37444589;11020556;1933281
364	[1550937]	16669757	16669757;19238;22647695	16669757;19238;22647695;7840442;14893428
365	[600437]	9304312	9304312;1554348;21392223	9304312;1554348;21392223;600437;26071782
366	[13956305]	13956305	13956305;1388704;24825841	13956305;1388704;24825841;13905670;14926162
367	[27099731]	27099731	27099731;25691541;14831629	27099731;25691541;14831629;25612629;34544514
368	[27099731]	27099731	27099731;14831629;25691541	27099731;14831629;25691541;34544514;25612629
369	[6826100]	9675944	9675944;17702490;3882374	9675944;17702490;3882374;21601459;35777860
370	[1550937]	1550937	1550937;26702468;13794374	1550937;26702468;13794374;3849194;8629328
371	[1550937]	1550937	1550937;26702468;13794374	1550937;26702468;13794374;3849194;8629328
372	[24922825]	23915841	23915841;4421578;10450300	23915841;4421578;10450300;8063697;4373433
375	[1522647]	1522647	1522647;1991105;12364109	1522647;1991105;12364109;20459964;34054472
376	[22401061]	22401061	22401061;5710820;14337960	22401061;5710820;14337960;15237660;21257564
377	[18810195]	43048059	43048059;35768199;1225513	43048059;35768199;1225513;56391045;29098525
378	[45154987, 10534299, 11886686, 25007443, 17150648]	16398827	16398827;17150648;11886686	16398827;17150648;11886686;11742219;4700428
379	[19005293]	2248870	2248870;30398773;17097974	2248870;30398773;17097974;44693226;9846940
381	[18340282]	275294	275294;16098747;22843838	275294;16098747;22843838;38784540;21874312
382	[11659421]	4459491	4459491;17717391;26990001	4459491;17717391;26990001;15426878;1225513
383	[13770184]	7285256	7285256;51972698;40666943	7285256;51972698;40666943;3716075;52072815
389	[1148122]	1887056	1887056;25628793;1769799	1887056;25628793;1769799;1148122;26702468
390	[1148122]	1887056	1887056;25628793;1769799	1887056;25628793;1769799;1148122;26702468
391	[1148122]	1887056	1887056;25628793;1769799	1887056;25628793;1769799;1148122;26702468
392	[1148122]	1769799	1769799;1148122;26702468	1769799;1148122;26702468;4641348;28517384
393	[1148122]	2272614	2272614;1769799;1148122	2272614;1769799;1148122;6212802;22467585
394	[11360768]	70455704	70455704;11360768;4550036	70455704;11360768;4550036;3770750;2425364
396	[1456068]	1456068	1456068;27768226;154796494	1456068;27768226;154796494;24918110;10209731
397	[1456068]	1456068	1456068;154796494;24918110	1456068;154796494;24918110;10209731;43566999
398	[8883846]	46353045	46353045;35987381;20261352	46353045;35987381;20261352;24596228;3899896
400	[791050]	791050	791050;32357890;471921	791050;32357890;471921;4695046;20764484
401	[5633876]	22478394	22478394;13242763;20179918	22478394;13242763;20179918;33986507;57783564
403	[1921218]	29459383	29459383;20649327;33417012	29459383;20649327;33417012;464511;643765
404	[1921218]	20649327	20649327;13923069;22478394	20649327;13923069;22478394;6182947;29459383
406	[6796297]	43619625	43619625;7492250;164985	43619625;7492250;164985;32170702;5798227
407	[9889151]	29877890	29877890;16626264;13907427	29877890;16626264;13907427;8411251;17518195
413	[6309659]	24906548	24906548;4709641;6309659	24906548;4709641;6309659;20937018;43226130
414	[6309659]	20937018	20937018;4505748;32922179	20937018;4505748;32922179;27076725;31347396
416	[6309659]	34228604	34228604;6309659;24906548	34228604;6309659;24906548;20937018;30351165
417	[6309659]	6309659	6309659;24906548;30351165	6309659;24906548;30351165;4709641;43226130
418	[16660256]	16494316	16494316;1917068;35884026	16494316;1917068;35884026;1065627;40710501
420	[9315213]	9315213	9315213;23397658;22401720	9315213;23397658;22401720;34328964;13923069
422	[11172205]	14240343	14240343;2417551;28647122	14240343;2417551;28647122;15426878;32927475
423	[8595678]	19278208	19278208;16252863;10557471	19278208;16252863;10557471;275294;8595678
425	[33257464]	13791044	13791044;33257464;23073816	13791044;33257464;23073816;1606628;2352142
426	[16728949]	29429111	29429111;9724974;4418582	29429111;9724974;4418582;20738970;2151983
428	[16728949]	29429111	29429111;9724974;4418582	29429111;9724974;4418582;18489989;2151983
429	[36540079]	14464451	14464451;36540079;27373088	14464451;36540079;27373088;8646760;34846352
430	[28937856]	10993232	10993232;19922508;36838958	10993232;19922508;36838958;24746892;22696649
432	[8002887]	31882215	31882215;34328964;43890638	31882215;34328964;43890638;2260571;11903247
434	[9500590]	5508750	5508750;15945975;266641	5508750;15945975;266641;20179918;23253955
435	[9500590]	6455142	6455142;29125354;5508750	6455142;29125354;5508750;15945975;5377642
441	[2014909]	3559136	3559136;6417632;6334188	3559136;6417632;6334188;20732789;13921783
444	[10165258]	17271462	17271462;12130067;9911547	17271462;12130067;9911547;7583161;18374364
445	[10165258]	17271462	17271462;12130067;13116880	17271462;12130067;13116880;9911547;7583161
447	[2052720]	2052720	2052720;24705390;22703082	2052720;24705390;22703082;4387784;29367554
448	[2052720]	2052720	2052720;24705390;22703082	2052720;24705390;22703082;4387784;29367554
449	[12209494, 3430789]	8447873	8447873;22547508;3430789	8447873;22547508;3430789;25104843;24097933
453	[4200695]	42950029	42950029;38493521;40631095	42950029;38493521;40631095;2820454;25301182
454	[4200695]	38493521	38493521;40631095;2820454	38493521;40631095;2820454;25301182;1122279
455	[12643937]	4162857	4162857;10423989;29828242	4162857;10423989;29828242;21902400;20374609
456	[30507607]	29429111	29429111;20179918;17416520	29429111;20179918;17416520;28937856;30933307
458	[597790]	597790	597790;6227220;70455704	597790;6227220;70455704;25687558;33918970
461	[40096222]	6372244	6372244;14362678;11915280	6372244;14362678;11915280;33684572;4492358
463	[19736671]	25536577	25536577;9909405;22980205	25536577;9909405;22980205;4325398;30658796
466	[22544171]	15692098	15692098;22544171;20130904	15692098;22544171;20130904;23267371;42330403
469	[1410197]	21767325	21767325;13878124;1410197	21767325;13878124;1410197;306311;44572913
470	[12685434]	51706771	51706771;195689757;15570691	51706771;195689757;15570691;5123516;470625
472	[7185591, 26330861, 4414481]	7185591	7185591;26083387;13613916	7185591;26083387;13613916;4300851;19460822
473	[4373433]	20630805	20630805;35271381;35521287	20630805;35271381;35521287;46277811;42404093
474	[4373433]	34254203	34254203;25643818;37182501	34254203;25643818;37182501;2739854;14717500
479	[6325527]	32328114	32328114;18256197;6325527	32328114;18256197;6325527;21891856;31324978
480	[6325527]	32328114	32328114;18256197;6325527	32328114;18256197;6325527;7239105;21891856
481	[14706752]	8093935	8093935;368506;25251625	8093935;368506;25251625;30655442;7357135
482	[10991183]	10991183	10991183;8093935;33076846	10991183;8093935;33076846;32532238;19482914
483	[22703082]	29367554	29367554;7465900;40429879	29367554;7465900;40429879;2205779;33127778
484	[14637235]	29877890	29877890;8267678;22522432	29877890;8267678;22522432;24311787;36831892
485	[14637235]	6422576	6422576;22522432;20960682	6422576;22522432;20960682;8446259;7137057
486	[14637235]	29877890	29877890;8267678;22522432	29877890;8267678;22522432;24311787;36831892
487	[14637235]	6422576	6422576;22522432;9483851	6422576;22522432;9483851;25606339;7137057
488	[1780819]	1780819	1780819;7451018;25263942	1780819;7451018;25263942;42279414;45015767
489	[6625693]	14240343	14240343;1320137;1259359	14240343;1320137;1259359;2119889;26104554
490	[56893404]	56893404	56893404;4414547;27162821	56893404;4414547;27162821;9394119;7029990
492	[19583924]	4928057	4928057;5106691;20532591	4928057;5106691;20532591;13921783;5389523
493	[19583924]	14550841	14550841;37699461;1145473	14550841;37699461;1145473;17119869;5633957
494	[34873974]	40971746	40971746;5558754;20697217	40971746;5558754;20697217;20767776;11822354
495	[17077004]	36799998	36799998;11887584;1234098	36799998;11887584;1234098;22227889;9831859
498	[17077004]	11887584	11887584;25293616;1234098	11887584;25293616;1234098;22227889;9831859
499	[26064662]	26064662	26064662;10608397;21459247	26064662;10608397;21459247;3654468;14492339
500	[17930286]	12667988	12667988;24285403;50670403	12667988;24285403;50670403;41735503;24510595
504	[10883736]	38401028	38401028;28845338;5572127	38401028;28845338;5572127;27709445;9291668
505	[22703082]	22703082	22703082;2638387;39550665	22703082;2638387;39550665;26488879;2701077
506	[7433668]	33169058	33169058;84244109;21439293	33169058;84244109;21439293;3038933;8604837
509	[13980338]	25516011	25516011;30884033;92499	25516011;30884033;92499;13116880;22973574
515	[29564505]	18988265	18988265;29564505;2032877	18988265;29564505;2032877;3580005;9440748
523	[14803797]	4445629	4445629;46277811;6793674	4445629;46277811;6793674;25451374;29947146
524	[14803797]	4445629	4445629;46277811;6121668	4445629;46277811;6121668;6793674;25451374
526	[3863543]	21645205	21645205;54561384;7506409	21645205;54561384;7506409;3863543;14768471
529	[10546779, 25413327, 36651210]	87610599	87610599;40087494;27995781	87610599;40087494;27995781;39801095;17945638
530	[10546779, 25413327, 36651210, 87610599]	17685207	17685207;87610599;40087494	17685207;87610599;40087494;27995781;39801095
531	[10546779, 25413327, 36651210]	1447990	1447990;3360421;2437807	1447990;3360421;2437807;3874000;36651210
537	[16056514]	9194077	9194077;14419116;14192687	9194077;14419116;14192687;8734695;4784069
541	[45154987, 11886686, 25007443]	16398827	16398827;17150648;11886686	16398827;17150648;11886686;24101431;11742219
542	[19688024]	19688024	19688024;7968532;41337677	19688024;7968532;41337677;8417211;59453688
545	[24221369]	6820680	6820680;7451018;15419873	6820680;7451018;15419873;1970884;8300657
547	[10648422]	8639034	8639034;10648422;13798951	8639034;10648422;13798951;13902570;36444198
548	[18199839]	6070278	6070278;20722510;1590744	6070278;20722510;1590744;3215494;24998637
