id	gold standard passage	top_1	top_3	top_5
86	[7521113, 22406695]	12827098	12827098;3155731;4928057	12827098;3155731;4928057;7521113;12966719
88	[7521113, 22406695]	12827098	12827098;3155731;13116880	12827098;3155731;13116880;16627684;25300426
89	[7521113, 22406695]	24594624	24594624;25068298;4254064	24594624;25068298;4254064;12827098;3155731
90	[22406695]	24594624	24594624;25068298;4254064	24594624;25068298;4254064;12827098;3155731
91	[1084345]	6580081	6580081;13000926;6153754	6580081;13000926;6153754;27076725;43700577
92	[1084345]	6580081	6580081;13000926;6153754	6580081;13000926;6153754;27076725;13823200
93	[2692522]	4399311	4399311;15435343;34469966	4399311;15435343;34469966;32533299;6000423
95	[1215116]	15879544	15879544;13966946;7433668	15879544;13966946;7433668;11936877;196664003
96	[14500725]	14500725	14500725;3662510;409280	14500725;3662510;409280;72180760;6085365
98	[6540064]	6540064	6540064;37205759;1122198	6540064;37205759;1122198;30351165;18852643
104	[40164383]	32159283	32159283;34873974;40164383	32159283;34873974;40164383;44384384;20526907
105	[36606083]	36606083	36606083;164189;25787749	36606083;164189;25787749;8227227;14591894
106	[25515907, 5151024]	25515907	25515907;5151024;54490092	25515907;5151024;54490092;4506414;11071351
108	[6191684, 22995579, 23865182]	22995579	22995579;6191684;23865182	22995579;6191684;23865182;24510595;14606752
109	[4319174]	29381091	29381091;4319174;14865329	29381091;4319174;14865329;43192375;970012
111	[13513790]	7581911	7581911;13513790;23418635	7581911;13513790;23418635;13777138;36651210
112	[6157837]	1759213	1759213;26199970;14584755	1759213;26199970;14584755;6157837;356218
114	[33872649]	33872649	33872649;21789744;2140513	33872649;21789744;2140513;4942718;15194125
116	[33872649]	33872649	33872649;2140513;4942718	33872649;2140513;4942718;3095620;15953181
119	[14606752]	5691302	5691302;14566771;15984735	5691302;14566771;15984735;38369817;39390206
120	[14606752]	5691302	5691302;14566771;15984735	5691302;14566771;15984735;39390206;38369817
121	[31460499]	20132778	20132778;12801438;43165768	20132778;12801438;43165768;24157077;31460499
122	[31460499]	20132778	20132778;12801438;43165768	20132778;12801438;43165768;24157077;31460499
123	[4883040]	4883040	4883040;31363207;24241932	4883040;31363207;24241932;7111021;21878751
126	[24512064]	27063470	27063470;5867846;23985464	27063470;5867846;23985464;42291761;20996244
134	[4695046]	20188586	20188586;35087728;39059143	20188586;35087728;39059143;14395738;17779800
138	[26016929]	26016929	26016929;21636085;21274919	26016929;21636085;21274919;10536636;20606520
139	[22080671]	24640046	24640046;3847200;6807122	24640046;3847200;6807122;15678772;37912677
144	[10582939]	10582939	10582939;24766509;25985964	10582939;24766509;25985964;8891333;40164383
149	[6227220]	6227220	6227220;120626;10463997	6227220;120626;10463997;24872571;31001322
152	[15488881]	15488881	15488881;21456232;15058155	15488881;21456232;15058155;38587347;36642096
153	[4702639]	9929089	9929089;4702639;2272614	9929089;4702639;2272614;25895285;16494316
154	[4702639]	9929089	9929089;4702639;2272614	9929089;4702639;2272614;25895285;16494316
155	[37549932]	34439544	34439544;16550075;4323425	34439544;16550075;4323425;8496132;22890091
156	[37549932]	34439544	34439544;16550075;4323425	34439544;16550075;4323425;8496132;22890091
157	[13439128]	13771184	13771184;2904102;13439128	13771184;2904102;13439128;39637840;16217855
159	[9394119]	9394119	9394119;3285322;2015126	9394119;3285322;2015126;22975806;17088791
160	[52874170]	52874170	52874170;23816832;27866735	52874170;23816832;27866735;3078080;5260382
161	[6903077]	6903077	6903077;20187433;28931537	6903077;20187433;28931537;18358026;13868795
164	[5824985]	5824985	5824985;29022271;18872233	5824985;29022271;18872233;7165938;43220289
165	[5824985]	5824985	5824985;29022271;25973484	5824985;29022271;25973484;18872233;43220289
166	[18872233]	18872233	18872233;5824985;29022271	18872233;5824985;29022271;43220289;73473433
167	[18872233]	18872233	18872233;5824985;29022271	18872233;5824985;29022271;43220289;73473433
168	[5824985]	5824985	5824985;29022271;18872233	5824985;29022271;18872233;43220289;7165938
169	[5824985]	5824985	5824985;29022271;25973484	5824985;29022271;25973484;18872233;43220289
172	[12670680]	12670680	12670680;28015516;28149602	12670680;28015516;28149602;14938990;5448119
173	[8126244]	8411251	8411251;20524091;29877890	8411251;20524091;29877890;20781656;13907427
174	[1710116]	79336156	79336156;6985854;10624000	79336156;6985854;10624000;25597580;11615242
175	[1710116]	79336156	79336156;6985854;10624000	79336156;6985854;10624000;25597580;4340358
176	[32587939]	25510546	25510546;13780287;29459383	25510546;13780287;29459383;4399311;5687200
177	[9669099]	9669099	9669099;42489926;43880096	9669099;42489926;43880096;4389394;7225911
178	[16322674, 27123743, 23557241, 17450673]	17450673	17450673;16322674;2140497	17450673;16322674;2140497;37480103;5487448
181	[16966326]	16966326	16966326;9217800;6492658	16966326;9217800;6492658;14434123;13380011
182	[11369420]	19510470	19510470;10795340;13205096	19510470;10795340;13205096;4387494;8385277
184	[12827098]	46193388	46193388;23032247;10078024	46193388;23032247;10078024;44562221;7583161
186	[16855829]	17374970	17374970;16855829;12789595	17374970;16855829;12789595;84580585;2867345
187	[16855829]	17374970	17374970;16855829;12789595	17374970;16855829;12789595;84580585;2867345
189	[4421578]	5560962	5560962;4373433;3566945	5560962;4373433;3566945;23915841;4421578
196	[19313533]	19313533	19313533;3973445;9899292	19313533;3973445;9899292;3419709;26025820
197	[2177022]	2177022	2177022;6123924;40590358	2177022;6123924;40590358;12265561;20690388
199	[2177022]	2177022	2177022;13778710;37444589	2177022;13778710;37444589;20186814;23634484
200	[18231807]	13868795	13868795;35651106;8038329	13868795;35651106;8038329;28006126;18231807
201	[2462673]	2462673	2462673;13868795;35651106	2462673;13868795;35651106;28006126;8038329
203	[9558539]	9558539	9558539;87430549;8891333	9558539;87430549;8891333;6082738;21676556
204	[7898952]	470625	470625;7898952;3583084	470625;7898952;3583084;4414547;980008
205	[7898952, 470625]	470625	470625;7898952;4414547	470625;7898952;4414547;3583084;980008
209	[32587939]	25510546	25510546;13780287;29459383	25510546;13780287;29459383;4399311;5687200
210	[13794374]	13794374	13794374;14019636;6290112	13794374;14019636;6290112;3858268;33569870
211	[13794374]	14019636	14019636;44737533;6290112	14019636;44737533;6290112;20261352;5137019
214	[13625993]	27054878	27054878;13625993;750781	27054878;13625993;750781;35271381;20887554
220	[19205437]	19205437	19205437;37964706;25050364	19205437;37964706;25050364;1590744;15535511
221	[19205437]	19205437	19205437;37964706;36838958	19205437;37964706;36838958;30303335;7869794
222	[19205437]	19205437	19205437;37964706;36838958	19205437;37964706;36838958;29691654;30303335
223	[2014909]	2014909	2014909;42465769;5836	2014909;42465769;5836;27647593;2030623
224	[6944800]	952111	952111;32742683;10812605	952111;32742683;10812605;24349992;9648896
225	[6944800]	952111	952111;3727986;9648896	952111;3727986;9648896;32742683;24349992
226	[6944800]	952111	952111;3727986;9648896	952111;3727986;9648896;32742683;24349992
227	[26973393]	26973393	26973393;22980205;22401720	26973393;22980205;22401720;5406411;34066665
228	[4928057]	12827098	12827098;4928057;3155731	12827098;4928057;3155731;4460880;7521113
229	[56893404]	17656445	17656445;56893404;17324544	17656445;56893404;17324544;25599283;2138843
235	[4388470]	4388470	4388470;86129154;6913227	4388470;86129154;6913227;28390999;37822406
241	[2212067, 10608822]	14240343	14240343;8816869;19979816	14240343;8816869;19979816;27247460;11557602
242	[2212067, 10608822]	8816869	8816869;19979816;27247460	8816869;19979816;27247460;14240343;11557602
243	[8148122]	8759633	8759633;8148122;36651210	8759633;8148122;36651210;24766509;22428640
244	[21498497]	21498497	21498497;32927401;23273454	21498497;32927401;23273454;188911;14644164
245	[8447873, 3430789]	22547508	22547508;19132741;12209494	22547508;19132741;12209494;33203108;25104843
246	[8447873, 3430789]	22547508	22547508;19132741;12209494	22547508;19132741;12209494;33203108;25104843
247	[13578199]	10669582	10669582;44420873;10474873	10669582;44420873;10474873;13578199;18895793
250	[1568684]	1568684	1568684;29381091;4854076	1568684;29381091;4854076;14865329;4319174
251	[1568684]	1568684	1568684;29381091;14865329	1568684;29381091;14865329;4854076;52865789
253	[37424881]	42441846	42441846;8595678;37424881	42441846;8595678;37424881;10557471;19278208
254	[37424881]	42441846	42441846;8595678;37424881	42441846;8595678;37424881;10557471;19278208
255	[5850219]	5850219	5850219;3413083;75636923	5850219;3413083;75636923;6876224;829646
256	[5850219]	5850219	5850219;3413083;75636923	5850219;3413083;75636923;829646;6876224
258	[22080671]	29509926	29509926;25315295;25148216	29509926;25315295;25148216;30908508;6144969
259	[8883846]	35987381	35987381;20261352;44562058	35987381;20261352;44562058;22227889;2824347
262	[14610165]	14050257	14050257;18924534;5519177	14050257;18924534;5519177;9655347;16806763
263	[11328820, 30041340, 14853989]	29399239	29399239;30041340;11328820	29399239;30041340;11328820;9878167;36089763
264	[11328820]	11328820	11328820;29399239;30041340	11328820;29399239;30041340;9878167;36089763
265	[2033917]	2033917	2033917;4391685;11674596	2033917;4391685;11674596;14205246;1684489
266	[22405338]	7878807	7878807;22405338;7492420	7878807;22405338;7492420;18374364;11968641
267	[5912283, 31554917]	5912283	5912283;24865781;7627167	5912283;24865781;7627167;50670403;24346598
272	[11614737]	11614737	11614737;5114940;24019260	11614737;5114940;24019260;5551138;34369306
277	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;8979167;35711485
278	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;46193478;4067274
280	[25001628]	25001628	25001628;5238341;44387884	25001628;5238341;44387884;2931832;15981174
281	[4632921]	11674288	11674288;6544701;4457834	11674288;6544701;4457834;4632921;25821556
283	[1974176]	1974176	1974176;9822397;32534305	1974176;9822397;32534305;25571386;10071552
285	[5548081]	5548081	5548081;21216726;1805641	5548081;21216726;1805641;8133050;21859699
286	[4709641]	4709641	4709641;432261;47018050	4709641;432261;47018050;4405194;7029990
287	[4709641]	4709641	4709641;432261;4405194	4709641;432261;4405194;47018050;7029990
290	[15048300]	15048300	15048300;70439309;15670968	15048300;70439309;15670968;5151024;25049067
292	[15048300]	70439309	70439309;15048300;15670968	70439309;15048300;15670968;11117498;39984099
293	[10874408]	10086360	10086360;21170174;32638085	10086360;21170174;32638085;10874408;13613916
296	[4398832]	45875990	45875990;4398832;6472746	45875990;4398832;6472746;23356816;7622767
299	[39381118]	39381118	39381118;23403754;10698739	39381118;23403754;10698739;797114;23887844
301	[3553087]	16120395	16120395;15551129;3553087	16120395;15551129;3553087;4421742;7968532
304	[14797520]	14797520	14797520;12149169;9379687	14797520;12149169;9379687;32275758;1695604
305	[14797520]	14797520	14797520;1354567;12149169	14797520;1354567;12149169;9379687;32275758
306	[7821634]	7821634	7821634;15248287;5503194	7821634;15248287;5503194;30580263;23403754
308	[7821634]	7821634	7821634;28651643;4920376	7821634;28651643;4920376;9225850;24554740
309	[7821634]	7821634	7821634;30580263;23403754	7821634;30580263;23403754;37444589;41646286
310	[6173523]	15966318	15966318;14464451;13914198	15966318;14464451;13914198;32770503;21387297
313	[6173523]	15966318	15966318;14464451;13914198	15966318;14464451;13914198;32770503;21387297
315	[3701541]	26735905	26735905;10463997;25576204	26735905;10463997;25576204;15728433;3701541
316	[712078]	20732789	20732789;9159125;24828165	20732789;9159125;24828165;2443495;6945691
317	[4506414]	4506414	4506414;30058568;202259	4506414;30058568;202259;30639847;19854543
323	[2014909]	23816832	23816832;4658268;36345185	23816832;4658268;36345185;22174015;5260382
325	[40349336]	21295300	21295300;5572127;43192375	21295300;5572127;43192375;10145528;14178995
326	[40349336]	21295300	21295300;5572127;43192375	21295300;5572127;43192375;10145528;14178995
330	[9505448]	9505448	9505448;18276599;26019505	9505448;18276599;26019505;46153874;11048759
331	[9505448]	18276599	18276599;26019505;46153874	18276599;26019505;46153874;11048759;19603353
332	[29023309]	29023309	29023309;8300657;11233339	29023309;8300657;11233339;21274496;44737533
333	[29023309]	29023309	29023309;8300657;11233339	29023309;8300657;11233339;21274496;44737533
334	[25079962]	25079962	25079962;24338780;2533768	25079962;24338780;2533768;21297708;20381484
335	[1780819]	1780819	1780819;25263942;6121668	1780819;25263942;6121668;23577867;16346504
336	[2097256]	18816720	18816720;8665891;3716075	18816720;8665891;3716075;17454301;2097256
337	[2097256]	18816720	18816720;8665891;3716075	18816720;8665891;3716075;17454301;2097256
339	[23349986]	23349986	23349986;24211561;14973286	23349986;24211561;14973286;23783727;20130904
340	[7098463]	7098463	7098463;2205779;5824985	7098463;2205779;5824985;3190689;154243324
341	[7098463]	7098463	7098463;2205779;5824985	7098463;2205779;5824985;3190689;154243324
342	[7873737, 5884524]	19308127	19308127;308862;23783727	19308127;308862;23783727;7873737;5884524
345	[4394817]	7688110	7688110;9641846;8300657	7688110;9641846;8300657;502591;41710132
346	[11902109]	11902109	11902109;37699461;6493422	11902109;37699461;6493422;16389141;17708753
347	[11902109]	11902109	11902109;16389141;6493422	11902109;16389141;6493422;37699461;14386505
349	[13497630]	34198460	34198460;13497630;11109043	34198460;13497630;11109043;9997636;4423220
351	[14658685]	39048693	39048693;22428640;15981174	39048693;22428640;15981174;17539488;8712839
352	[14658685]	28193026	28193026;39048693;9142761	28193026;39048693;9142761;15981174;29334259
355	[12800122, 38380061]	13936152	13936152;38380061;9646449	13936152;38380061;9646449;12800122;15816729
356	[6144337]	2506153	2506153;6144337;21439293	2506153;6144337;21439293;17023584;41120293
357	[18111172]	18111172	18111172;27635177;12207340	18111172;27635177;12207340;20821402;1941721
358	[18111172]	18111172	18111172;27635177;12207340	18111172;27635177;12207340;20821402;1941721
361	[38587347]	38587347	38587347;15727984;43619625	38587347;15727984;43619625;13469921;18041692
363	[5386514]	27567994	27567994;20610557;35987381	27567994;20610557;35987381;18834078;2389574
364	[1550937]	2601324	2601324;1550937;17814815	2601324;1550937;17814815;14893428;25789730
365	[600437]	600437	600437;27240667;24249915	600437;27240667;24249915;20904154;31851367
366	[13956305]	13956305	13956305;1265945;97884	13956305;1265945;97884;1967017;24825841
367	[27099731]	27099731	27099731;25612629;14021596	27099731;25612629;14021596;14831629;25691541
368	[27099731]	27099731	27099731;25612629;14021596	27099731;25612629;14021596;14831629;25691541
369	[6826100]	6826100	6826100;4423327;20179918	6826100;4423327;20179918;9675944;86129154
370	[1550937]	1550937	1550937;7399084;11666252	1550937;7399084;11666252;5254463;1848452
371	[1550937]	1550937	1550937;7399084;11666252	1550937;7399084;11666252;5254463;1848452
372	[24922825]	24922825	24922825;23915841;4373433	24922825;23915841;4373433;8883846;9539248
375	[1522647]	20459964	20459964;1049501;1522647	20459964;1049501;1522647;797114;17368516
376	[22401061]	17433284	17433284;5710820;37248570	17433284;5710820;37248570;14337960;27580223
377	[18810195]	18810195	18810195;14180565;56391045	18810195;14180565;56391045;12225214;21754541
378	[45154987, 10534299, 11886686, 25007443, 17150648]	2039912	2039912;17150648;2225918	2039912;17150648;2225918;16398827;306311
379	[19005293]	19005293	19005293;2248870;17223891	19005293;2248870;17223891;28712203;35395662
381	[18340282]	2140497	2140497;21874312;5864770	2140497;21874312;5864770;4886637;32534305
382	[11659421]	17412260	17412260;35543846;13814480	17412260;35543846;13814480;15521377;41710132
383	[13770184]	51972698	51972698;3462075;40666943	51972698;3462075;40666943;581832;13934676
389	[1148122]	24019260	24019260;1148122;21602220	24019260;1148122;21602220;5107861;28025754
390	[1148122]	24019260	24019260;1148122;21602220	24019260;1148122;21602220;5107861;28025754
391	[1148122]	24019260	24019260;1148122;21602220	24019260;1148122;21602220;5107861;28025754
392	[1148122]	24019260	24019260;1148122;21602220	24019260;1148122;21602220;28025754;1887056
393	[1148122]	24019260	24019260;1148122;21602220	24019260;1148122;21602220;28025754;1887056
394	[11360768]	70455704	70455704;11360768;45153864	70455704;11360768;45153864;28845338;9822397
396	[1456068]	21009874	21009874;1456068;154796494	21009874;1456068;154796494;24918110;3524352
397	[1456068]	21009874	21009874;1456068;154796494	21009874;1456068;154796494;24918110;3524352
398	[8883846]	5752492	5752492;26124606;35987381	5752492;26124606;35987381;23531592;20261352
400	[791050]	791050	791050;471921;42387637	791050;471921;42387637;32357890;21003930
401	[5633876]	57783564	57783564;5633876;13242763	57783564;5633876;13242763;28071965;14492964
403	[1921218]	20649327	20649327;29459383;6421792	20649327;29459383;6421792;27437459;21150010
404	[1921218]	20649327	20649327;29459383;20132778	20649327;29459383;20132778;27437459;21150010
406	[6796297]	22973574	22973574;7386360;43619625	22973574;7386360;43619625;38899659;2192419
407	[9889151]	8411251	8411251;29877890;9451052	8411251;29877890;9451052;5966635;20781656
413	[6309659]	4709641	4709641;6309659;13282296	4709641;6309659;13282296;20937018;14682243
414	[6309659]	4709641	4709641;20937018;24530130	4709641;20937018;24530130;41264017;31347396
416	[6309659]	4709641	4709641;6309659;20937018	4709641;6309659;20937018;34228604;18852643
417	[6309659]	4709641	4709641;6309659;20937018	4709641;6309659;20937018;18852643;12206390
418	[16660256]	16494316	16494316;25515662;22401720	16494316;25515662;22401720;35884026;1917068
420	[9315213]	9315213	9315213;22401720;4583180	9315213;22401720;4583180;23397658;12869200
422	[11172205]	17631671	17631671;32927475;41165286	17631671;32927475;41165286;4270992;25726838
423	[8595678]	42441846	42441846;12810152;37424881	42441846;12810152;37424881;19278208;8595678
425	[33257464]	1606628	1606628;33257464;23073816	1606628;33257464;23073816;27129115;17450673
426	[16728949]	29429111	29429111;13798951;4405194	29429111;13798951;4405194;24177706;28937856
428	[16728949]	13798951	13798951;4303075;29429111	13798951;4303075;29429111;4405194;16398049
429	[36540079]	36540079	36540079;14464451;1006165	36540079;14464451;1006165;34846352;44562221
430	[28937856]	19922508	19922508;24746892;10993232	19922508;24746892;10993232;2543135;22696649
432	[8002887]	8002887	8002887;25576204;15728433	8002887;25576204;15728433;11903247;10463997
434	[9500590]	21320417	21320417;991137;3155731	21320417;991137;3155731;37311371;20220731
435	[9500590]	21320417	21320417;991137;3155731	21320417;991137;3155731;37311371;20220731
441	[2014909]	2030623	2030623;25726838;2014909	2030623;25726838;2014909;5836;15435343
444	[10165258]	25516011	25516011;7583161;34982259	25516011;7583161;34982259;10526279;23032247
445	[10165258]	13116880	13116880;25516011;11360430	13116880;25516011;11360430;7583161;34982259
447	[2052720]	2052720	2052720;22703082;2205779	2052720;22703082;2205779;24705390;39550665
448	[2052720]	2052720	2052720;22703082;2205779	2052720;22703082;2205779;24705390;39550665
449	[12209494, 3430789]	22547508	22547508;8447873;19132741	22547508;8447873;19132741;33203108;41294031
453	[4200695]	4200695	4200695;42950029;44586415	4200695;42950029;44586415;38493521;7198295
454	[4200695]	4200695	4200695;7198295;53779698	4200695;7198295;53779698;17097974;25301182
455	[12643937]	4162857	4162857;29828242;10423989	4162857;29828242;10423989;13384318;20585600
456	[30507607]	30507607	30507607;4405194;32324430	30507607;4405194;32324430;16237005;12315072
458	[597790]	597790	597790;3680979;70455704	597790;3680979;70455704;6227220;45153864
461	[40096222]	15578265	15578265;13714201;32454714	15578265;13714201;32454714;40096222;52805891
463	[19736671]	21479575	21479575;13030852;26973393	21479575;13030852;26973393;23639838;22980205
466	[22544171]	22544171	22544171;15692098;34747208	22544171;15692098;34747208;834336;14178995
469	[1410197]	15889329	15889329;13780287;44572913	15889329;13780287;44572913;14924526;37592824
470	[12685434]	12685434	12685434;7028976;13235609	12685434;7028976;13235609;195689757;18600579
472	[7185591, 26330861, 4414481]	6277638	6277638;11527822;40996863	6277638;11527822;40996863;4463811;1754001
473	[4373433]	7177329	7177329;25942757;17050065	7177329;25942757;17050065;40429879;1148122
474	[4373433]	7177329	7177329;8354687;37182501	7177329;8354687;37182501;27910499;7223604
479	[6325527]	6325527	6325527;23627419;32328114	6325527;23627419;32328114;18256197;14753395
480	[6325527]	6325527	6325527;32328114;23627419	6325527;32328114;23627419;18256197;14753395
481	[14706752]	368506	368506;14706752;14119470	368506;14706752;14119470;28195565;24881307
482	[10991183]	10991183	10991183;8093935;33076846	10991183;8093935;33076846;10530014;24881307
483	[22703082]	22703082	22703082;2052720;2205779	22703082;2052720;2205779;22049489;29190724
484	[14637235]	29877890	29877890;12588500;20630805	29877890;12588500;20630805;20781656;19485243
485	[14637235]	14637235	14637235;30041340;20781656	14637235;30041340;20781656;22522432;7137057
486	[14637235]	29877890	29877890;20630805;12588500	29877890;20630805;12588500;20781656;19485243
487	[14637235]	14637235	14637235;30041340;20781656	14637235;30041340;20781656;22522432;13639330
488	[1780819]	1780819	1780819;25263942;6121668	1780819;25263942;6121668;23577867;16346504
489	[6625693]	22495397	22495397;22561064;2603304	22495397;22561064;2603304;6625693;25606339
490	[56893404]	56893404	56893404;24269361;9478135	56893404;24269361;9478135;41599676;17462437
492	[19583924]	92499	92499;18374364;17271462	92499;18374364;17271462;19583924;13116880
493	[19583924]	14550841	14550841;6718824;37699461	14550841;6718824;37699461;515489;25830701
494	[34873974]	34054472	34054472;10128893;12232678	34054472;10128893;12232678;27910499;6387956
495	[17077004]	22227889	22227889;374902;25134146	22227889;374902;25134146;5735492;2824347
498	[17077004]	22227889	22227889;374902;25134146	22227889;374902;25134146;5735492;2824347
499	[26064662]	26064662	26064662;2460304;23206239	26064662;2460304;23206239;4449524;30983338
500	[17930286]	17930286	17930286;24510595;24285403	17930286;24510595;24285403;14606752;24055603
504	[10883736]	38401028	38401028;10883736;21003930	38401028;10883736;21003930;21053753;39390206
505	[22703082]	22703082	22703082;2099400;34436231	22703082;2099400;34436231;39550665;8654183
506	[7433668]	21439293	21439293;14853989;40323148	21439293;14853989;40323148;2506153;17023584
509	[13980338]	25516011	25516011;34982259;5107861	25516011;34982259;5107861;10526279;40234452
515	[29564505]	29564505	29564505;20109325;18988265	29564505;20109325;18988265;2032877;21395936
523	[14803797]	6793674	6793674;14803797;11939159	6793674;14803797;11939159;54490092;27665523
524	[14803797]	6793674	6793674;14803797;54490092	6793674;14803797;54490092;11939159;27665523
526	[3863543]	3863543	3863543;1617327;27665523	3863543;1617327;27665523;24185667;24349992
529	[10546779, 25413327, 36651210]	3360421	3360421;36651210;19770974	3360421;36651210;19770974;4423327;10546779
530	[10546779, 25413327, 36651210, 87610599]	36651210	36651210;3360421;4423327	36651210;3360421;4423327;19770974;10546779
531	[10546779, 25413327, 36651210]	36651210	36651210;3360421;19770974	36651210;3360421;19770974;4423327;27588420
537	[16056514]	2225918	2225918;16056514;7157436	2225918;16056514;7157436;17097974;43566999
541	[45154987, 11886686, 25007443]	2039912	2039912;17150648;2225918	2039912;17150648;2225918;16398827;306311
542	[19688024]	19688024	19688024;41337677;7968532	19688024;41337677;7968532;40044800;33063763
545	[24221369]	1970884	1970884;6820680;32556431	1970884;6820680;32556431;44737533;5838067
547	[10648422]	10648422	10648422;8639034;5800138	10648422;8639034;5800138;26068103;9334631
548	[18199839]	5698494	5698494;11233339;17421851	5698494;11233339;17421851;7115651;4506414
