id	gold standard passage	top_1	top_3	top_5
155	[37549932]	16605494	16605494;34436231;18855191	16605494;34436231;18855191;2762601;37549932
156	[37549932]	16605494	16605494;34436231;2762601	16605494;34436231;2762601;37549932;34439544
157	[13439128]	19958277	19958277;13771184;13439128	19958277;13771184;13439128;2904102;39637840
159	[9394119]	9394119	9394119;4414547;5468807	9394119;4414547;5468807;17088791;3285322
160	[52874170]	52874170	52874170;23816832;27866735	52874170;23816832;27866735;654735;3078080
161	[6903077]	6903077	6903077;19427410;20187433	6903077;19427410;20187433;26751583;29288582
164	[5824985]	43220289	43220289;12074066;29022271	43220289;12074066;29022271;40949706;18872233
165	[5824985]	43220289	43220289;29022271;40949706	43220289;29022271;40949706;18872233;5824985
166	[18872233]	18872233	18872233;43220289;19071857	18872233;43220289;19071857;73473433;29022271
167	[18872233]	18872233	18872233;43220289;19071857	18872233;43220289;19071857;73473433;29022271
168	[5824985]	43220289	43220289;12074066;29022271	43220289;12074066;29022271;40949706;18872233
169	[5824985]	43220289	43220289;29022271;40949706	43220289;29022271;40949706;18872233;5824985
172	[12670680]	28149602	28149602;28015516;14938990	28149602;28015516;14938990;5448119;12670680
173	[8126244]	29877890	29877890;20725212;13907427	29877890;20725212;13907427;30184745;8411251
174	[1710116]	79336156	79336156;6985854;25597580	79336156;6985854;25597580;5377059;54561709
175	[1710116]	79336156	79336156;6985854;25597580	79336156;6985854;25597580;5377059;54561709
176	[32587939]	25510546	25510546;8453819;19561411	25510546;8453819;19561411;38477436;29459383
177	[9669099]	9669099	9669099;4389394;36464673	9669099;4389394;36464673;43880096;27949347
178	[16322674, 27123743, 23557241, 17450673]	20280410	20280410;26611834;5487448	20280410;26611834;5487448;25973484;16098747
181	[16966326]	16966326	16966326;9217800;6492658	16966326;9217800;6492658;40631095;13380011
182	[11369420]	6374918	6374918;13205096;12903921	6374918;13205096;12903921;4387494;37248765
184	[12827098]	18806488	18806488;24186125;10078024	18806488;24186125;10078024;3758260;12130067
186	[16855829]	17374970	17374970;16855829;40343416	17374970;16855829;40343416;36558211;44624045
187	[16855829]	17374970	17374970;16855829;40343416	17374970;16855829;40343416;36558211;44624045
189	[4421578]	7177329	7177329;3566945;5560962	7177329;3566945;5560962;23915841;4421578
196	[19313533]	19313533	19313533;3419709;5108807	19313533;3419709;5108807;9752604;26025820
197	[2177022]	6123924	6123924;4422734;12265561	6123924;4422734;12265561;327319;22134353
199	[2177022]	37444589	37444589;22707413;46353045	37444589;22707413;46353045;38043606;32927475
200	[18231807]	18231807	18231807;13868795;2462673	18231807;13868795;2462673;7224723;35651106
201	[2462673]	2462673	2462673;5003144;5377642	2462673;5003144;5377642;11200685;13868795
203	[9558539]	9558539	9558539;87430549;6082738	9558539;87430549;6082738;35443524;31902335
204	[7898952]	470625	470625;5956380;4422868	470625;5956380;4422868;2739854;7717468
205	[7898952, 470625]	470625	470625;5956380;1840993	470625;5956380;1840993;4422868;2739854
209	[32587939]	25510546	25510546;8453819;19561411	25510546;8453819;19561411;38477436;29459383
210	[13794374]	13794374	13794374;20288322;33569870	13794374;20288322;33569870;31154082;14019636
211	[13794374]	8300657	8300657;42065070;7451018	8300657;42065070;7451018;13794374;14019636
214	[13625993]	27054878	27054878;7640792;750781	27054878;7640792;750781;25028913;12561083
220	[19205437]	19205437	19205437;15535511;25183830	19205437;15535511;25183830;11742219;8610932
221	[19205437]	970012	970012;37964706;19205437	970012;37964706;19205437;10846815;52865789
222	[19205437]	19205437	19205437;37964706;10846815	19205437;37964706;10846815;970012;52865789
223	[2014909]	5836	5836;2014909;2030623	5836;2014909;2030623;25726838;15435343
224	[6944800]	952111	952111;32742683;9648896	952111;32742683;9648896;3559136;24349992
225	[6944800]	952111	952111;32742683;9648896	952111;32742683;9648896;24349992;35993767
226	[6944800]	952111	952111;32742683;9648896	952111;32742683;9648896;24349992;35993767
227	[26973393]	40710501	40710501;5406411;7028976	40710501;5406411;7028976;46127781;9486930
228	[4928057]	12827098	12827098;12966719;3155731	12827098;12966719;3155731;4928057;5511240
229	[56893404]	17656445	17656445;25599283;834336	17656445;25599283;834336;56893404;27449472
235	[4388470]	4388470	4388470;23581096;86129154	4388470;23581096;86129154;5500086;13651792
241	[2212067, 10608822]	8816869	8816869;16280642;10704438	8816869;16280642;10704438;4385779;14240343
242	[2212067, 10608822]	8816869	8816869;16280642;10704438	8816869;16280642;10704438;4385779;14240343
243	[8148122]	19974105	19974105;39801095;8148122	19974105;39801095;8148122;87610599;22530842
244	[21498497]	32927401	32927401;21498497;23273454	32927401;21498497;23273454;31313782;24707550
245	[8447873, 3430789]	22547508	22547508;3430789;24097933	22547508;3430789;24097933;12209494;25104843
246	[8447873, 3430789]	22547508	22547508;3430789;24097933	22547508;3430789;24097933;12209494;25104843
247	[13578199]	13578199	13578199;26008462;10669582	13578199;26008462;10669582;10474873;502797
250	[1568684]	1568684	1568684;40232172;18450716	1568684;40232172;18450716;29381091;14865329
251	[1568684]	1568684	1568684;40232172;18450716	1568684;40232172;18450716;29381091;14865329
253	[37424881]	19278208	19278208;10557471;8595678	19278208;10557471;8595678;42441846;37424881
254	[37424881]	19278208	19278208;10557471;8595678	19278208;10557471;8595678;42441846;37424881
255	[5850219]	3413083	3413083;44660616;103007	3413083;44660616;103007;6876224;4828631
256	[5850219]	23704559	23704559;3413083;4828631	23704559;3413083;4828631;11880289;44660616
258	[22080671]	25315295	25315295;29509926;2423940	25315295;29509926;2423940;37964706;24396137
259	[8883846]	20261352	20261352;8563659;44562058	20261352;8563659;44562058;23100962;23531592
262	[14610165]	16398049	16398049;8519911;16346504	16398049;8519911;16346504;26848994;12669325
263	[11328820, 30041340, 14853989]	30041340	30041340;29399239;9878167	30041340;29399239;9878167;17967608;43054703
264	[11328820]	30041340	30041340;29399239;9878167	30041340;29399239;9878167;17967608;43054703
265	[2033917]	2033917	2033917;11674596;11041152	2033917;11674596;11041152;10704438;2991954
266	[22405338]	22405338	22405338;7492420;16839245	22405338;7492420;16839245;4412772;2613411
267	[5912283, 31554917]	5912283	5912283;24865781;50670403	5912283;24865781;50670403;25104843;7239105
272	[11614737]	11614737	11614737;34369306;24019260	11614737;34369306;24019260;12236208;13814480
277	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;8426046;37362689
278	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;22938539;36713289
280	[25001628]	20707861	20707861;44387884;34016987	20707861;44387884;34016987;2931832;15981174
281	[4632921]	13878643	13878643;4583180;9315213	13878643;4583180;9315213;4452318;20186814
283	[1974176]	1974176	1974176;6176498;8708082	1974176;6176498;8708082;5567005;44387884
285	[5548081]	9507605	9507605;2947540;8133050	9507605;2947540;8133050;33684572;4404433
286	[4709641]	432261	432261;13296399;2810997	432261;13296399;2810997;7029990;4462919
287	[4709641]	432261	432261;13296399;2810997	432261;13296399;2810997;7029990;4462919
290	[15048300]	15048300	15048300;27024392;70439309	15048300;27024392;70439309;15670968;25049067
292	[15048300]	70439309	70439309;15670968;25049067	70439309;15670968;25049067;6748318;5151024
293	[10874408]	13613916	13613916;8210189;10300888	13613916;8210189;10300888;4414481;23604601
296	[4398832]	45875990	45875990;7622767;24864273	45875990;7622767;24864273;10704438;3056682
299	[39381118]	23887844	23887844;797114;19974105	23887844;797114;19974105;14835068;3883485
301	[3553087]	25682129	25682129;16120395;25937484	25682129;16120395;25937484;946756;7968532
304	[14797520]	14797520	14797520;25175223;27635177	14797520;25175223;27635177;4162857;41403996
305	[14797520]	14797520	14797520;25175223;27635177	14797520;25175223;27635177;4162857;41403996
306	[7821634]	7821634	7821634;24190159;935034	7821634;24190159;935034;1797622;40323148
308	[7821634]	7821634	7821634;12622860;24190159	7821634;12622860;24190159;26887439;4138659
309	[7821634]	7821634	7821634;24190159;935034	7821634;24190159;935034;1797622;40323148
310	[6173523]	14464451	14464451;143251;7324039	14464451;143251;7324039;14915566;1544804
313	[6173523]	14464451	14464451;143251;7324039	14464451;143251;7324039;14915566;1544804
315	[3701541]	7228140	7228140;24349992;10463997	7228140;24349992;10463997;11903247;26735905
316	[712078]	327319	327319;4303075;4422734	327319;4303075;4422734;6280907;12265561
317	[4506414]	30058568	30058568;30639847;25515907	30058568;30639847;25515907;14121786;54490092
323	[2014909]	4658268	4658268;45449835;5260382	4658268;45449835;5260382;6334188;11915280
325	[40349336]	20887554	20887554;30353437;27054878	20887554;30353437;27054878;10145528;21295300
326	[40349336]	30353437	30353437;10145528;21295300	30353437;10145528;21295300;24144677;40349336
330	[9505448]	9505448	9505448;26019505;2158516	9505448;26019505;2158516;41354899;12265561
331	[9505448]	26019505	26019505;41354899;12265561	26019505;41354899;12265561;1852826;17123657
332	[29023309]	29023309	29023309;35651106;24943534	29023309;35651106;24943534;20864487;8300657
333	[29023309]	29023309	29023309;35651106;24943534	29023309;35651106;24943534;20864487;8300657
334	[25079962]	23100962	23100962;26658659;32985041	23100962;26658659;32985041;5785219;8536018
335	[1780819]	1780819	1780819;7451018;25263942	1780819;7451018;25263942;18734652;45015767
336	[2097256]	18816720	18816720;4561402;42387637	18816720;4561402;42387637;39559521;17454301
337	[2097256]	18816720	18816720;42387637;39559521	18816720;42387637;39559521;17454301;8665891
339	[23349986]	23349986	23349986;24211561;21645205	23349986;24211561;21645205;36288526;15948830
340	[7098463]	7098463	7098463;32850528;13256155	7098463;32850528;13256155;31229233;32481310
341	[7098463]	7098463	7098463;32850528;13256155	7098463;32850528;13256155;31229233;32481310
342	[7873737, 5884524]	29253460	29253460;19308127;7640792	29253460;19308127;7640792;2842550;7873737
345	[4394817]	7688110	7688110;29423324;41710132	7688110;29423324;41710132;5254463;26702468
346	[11902109]	14386505	14386505;22973574;13578199	14386505;22973574;13578199;4394817;3202143
347	[11902109]	14386505	14386505;22973574;3202143	14386505;22973574;3202143;37699461;15535511
349	[13497630]	13497630	13497630;9997636;34198460	13497630;9997636;34198460;17088791;39851630
351	[14658685]	44724517	44724517;29429111;13048272	44724517;29429111;13048272;23604601;21557055
352	[14658685]	9142761	9142761;38805486;9704467	9142761;38805486;9704467;6128334;39048693
355	[12800122, 38380061]	13936152	13936152;38380061;28086354	13936152;38380061;28086354;12800122;6767133
356	[6144337]	21439293	21439293;6144337;41120293	21439293;6144337;41120293;5519177;8604837
357	[18111172]	18111172	18111172;22937815;20420780	18111172;22937815;20420780;1941721;27635177
358	[18111172]	18111172	18111172;22937815;20420780	18111172;22937815;20420780;1941721;27635177
361	[38587347]	38587347	38587347;26297042;18041692	38587347;26297042;18041692;51728753;13469921
363	[5386514]	1071991	1071991;35256900;11020556	1071991;35256900;11020556;37444589;2389574
364	[1550937]	16669757	16669757;22647695;19238	16669757;22647695;19238;12742164;14893428
365	[600437]	600437	600437;21392223;4701662	600437;21392223;4701662;60515890;25623469
366	[13956305]	13956305	13956305;1388704;24825841	13956305;1388704;24825841;13905670;25045244
367	[27099731]	27099731	27099731;14831629;25691541	27099731;14831629;25691541;34544514;25612629
368	[27099731]	27099731	27099731;14831629;25691541	27099731;14831629;25691541;34544514;25612629
369	[6826100]	9675944	9675944;4416964;35777860	9675944;4416964;35777860;20179918;86129154
370	[1550937]	1550937	1550937;26702468;13794374	1550937;26702468;13794374;11666252;25183830
371	[1550937]	1550937	1550937;26702468;13794374	1550937;26702468;13794374;11666252;25183830
372	[24922825]	8063697	8063697;23915841;6077214	8063697;23915841;6077214;7177329;21257564
375	[1522647]	1991105	1991105;1522647;20459964	1991105;1522647;20459964;9878167;1049501
376	[22401061]	15237660	15237660;5710820;2264455	15237660;5710820;2264455;22401061;1173667
377	[18810195]	14180565	14180565;18810195;43048059	14180565;18810195;43048059;43890638;21932297
378	[45154987, 10534299, 11886686, 25007443, 17150648]	16398827	16398827;17150648;11886686	16398827;17150648;11886686;6565037;11742219
379	[19005293]	2248870	2248870;2177022;7451018	2248870;2177022;7451018;30398773;11721286
381	[18340282]	275294	275294;16098747;22843838	275294;16098747;22843838;25973484;3090454
382	[11659421]	928281	928281;29638116;13814480	928281;29638116;13814480;35543846;44408494
383	[13770184]	51972698	51972698;3828508;40666943	51972698;3828508;40666943;13934676;7285256
389	[1148122]	1148122	1148122;4641348;25628793	1148122;4641348;25628793;1887056;24019260
390	[1148122]	1148122	1148122;4641348;25628793	1148122;4641348;25628793;1887056;24019260
391	[1148122]	1148122	1148122;4641348;25628793	1148122;4641348;25628793;1887056;24019260
392	[1148122]	1148122	1148122;4641348;24019260	1148122;4641348;24019260;26702468;1769799
393	[1148122]	1148122	1148122;24249915;4641348	1148122;24249915;4641348;24019260;26702468
394	[11360768]	70455704	70455704;8842332;3770750	70455704;8842332;3770750;12994780;1428830
396	[1456068]	154796494	154796494;1456068;32322418	154796494;1456068;32322418;46743299;2048139
397	[1456068]	154796494	154796494;1456068;2048139	154796494;1456068;2048139;27240667;10692412
398	[8883846]	46353045	46353045;20261352;35987381	46353045;20261352;35987381;23531592;5752492
400	[791050]	791050	791050;4695046;471921	791050;4695046;471921;32357890;39559521
401	[5633876]	13242763	13242763;5633876;57783564	13242763;5633876;57783564;23369842;46112052
403	[1921218]	29459383	29459383;8671456;27437459	29459383;8671456;27437459;38886345;37673301
404	[1921218]	29459383	29459383;8671456;27437459	29459383;8671456;27437459;38886345;37673301
406	[6796297]	43619625	43619625;22621251;10795340	43619625;22621251;10795340;9301606;164985
407	[9889151]	29877890	29877890;13907427;9451052	29877890;13907427;9451052;12156187;20781656
413	[6309659]	6309659	6309659;24906548;4709641	6309659;24906548;4709641;13282296;21274919
414	[6309659]	4505748	4505748;27076725;24906548	4505748;27076725;24906548;1642727;4709641
416	[6309659]	6309659	6309659;24906548;4709641	6309659;24906548;4709641;30351165;43226130
417	[6309659]	6309659	6309659;24906548;4709641	6309659;24906548;4709641;30351165;43226130
418	[16660256]	16494316	16494316;1917068;22401720	16494316;1917068;22401720;20738970;34066665
420	[9315213]	9315213	9315213;23397658;22401720	9315213;23397658;22401720;34328964;12869200
422	[11172205]	35004872	35004872;23698769;14240343	35004872;23698769;14240343;32927475;7324039
423	[8595678]	12810152	12810152;19278208;16252863	12810152;19278208;16252863;23267371;10557471
425	[33257464]	13791044	13791044;23073816;33257464	13791044;23073816;33257464;2352142;1606628
426	[16728949]	20738970	20738970;29429111;20179918	20738970;29429111;20179918;20183360;41087952
428	[16728949]	29429111	29429111;20179918;20183360	29429111;20179918;20183360;41087952;83707680
429	[36540079]	44420873	44420873;34846352;3831884	44420873;34846352;3831884;10169908;23513718
430	[28937856]	10993232	10993232;19922508;24746892	10993232;19922508;24746892;36838958;22696649
432	[8002887]	11903247	11903247;25576204;13651792	11903247;25576204;13651792;2260571;34328964
434	[9500590]	13636631	13636631;991137;5508750	13636631;991137;5508750;37311371;21320417
435	[9500590]	13636631	13636631;991137;5508750	13636631;991137;5508750;37311371;21320417
441	[2014909]	3559136	3559136;313403;45449835	3559136;313403;45449835;5260382;6417632
444	[10165258]	12130067	12130067;10165258;9911547	12130067;10165258;9911547;17271462;92499
445	[10165258]	13116880	13116880;22150633;12130067	13116880;22150633;12130067;18374364;9911547
447	[2052720]	2052720	2052720;24705390;29367554	2052720;24705390;29367554;29190724;4387784
448	[2052720]	2052720	2052720;24705390;29367554	2052720;24705390;29367554;29190724;4387784
449	[12209494, 3430789]	22547508	22547508;8447873;3430789	22547508;8447873;3430789;24097933;25104843
453	[4200695]	42950029	42950029;44586415;38493521	42950029;44586415;38493521;37037012;2820454
454	[4200695]	38493521	38493521;37037012;2820454	38493521;37037012;2820454;69045262;25301182
455	[12643937]	10423989	10423989;29828242;4162857	10423989;29828242;4162857;365896;35448676
456	[30507607]	14050257	14050257;32324430;5519177	14050257;32324430;5519177;37249641;20179918
458	[597790]	597790	597790;33918970;3680979	597790;33918970;3680979;70455704;28845338
461	[40096222]	33684572	33684572;15578265;13714201	33684572;15578265;13714201;14362678;4492358
463	[19736671]	21479575	21479575;22980205;26973393	21479575;22980205;26973393;4418878;8891333
466	[22544171]	15692098	15692098;22544171;4067274	15692098;22544171;4067274;20375264;29828242
469	[1410197]	21767325	21767325;19079491;1410197	21767325;19079491;1410197;13878124;44572913
470	[12685434]	195689757	195689757;5123516;470625	195689757;5123516;470625;15570691;7028976
472	[7185591, 26330861, 4414481]	26330861	26330861;19460822;7185591	26330861;19460822;7185591;4463811;13613916
473	[4373433]	7177329	7177329;3330111;8604837	7177329;3330111;8604837;35521287;27995781
474	[4373433]	27910499	27910499;34254203;7177329	27910499;34254203;7177329;25643818;2739854
479	[6325527]	32328114	32328114;18256197;6325527	32328114;18256197;6325527;7239105;10795340
480	[6325527]	32328114	32328114;18256197;6325527	32328114;18256197;6325527;7239105;10795340
481	[14706752]	368506	368506;8093935;18041692	368506;8093935;18041692;41913714;4373445
482	[10991183]	8093935	8093935;33076846;10991183	8093935;33076846;10991183;10669582;24335068
483	[22703082]	7465900	7465900;29190724;33127778	7465900;29190724;33127778;29367554;2052720
484	[14637235]	8267678	8267678;29877890;22522432	8267678;29877890;22522432;7795952;364522
485	[14637235]	13639330	13639330;6422576;20960682	13639330;6422576;20960682;22522432;7795952
486	[14637235]	8692744	8692744;8267678;29877890	8692744;8267678;29877890;22522432;24311787
487	[14637235]	13639330	13639330;23599024;10486817	13639330;23599024;10486817;6422576;22522432
488	[1780819]	1780819	1780819;7451018;25263942	1780819;7451018;25263942;18734652;45015767
489	[6625693]	2603304	2603304;14240343;2119889	2603304;14240343;2119889;25606339;28386343
490	[56893404]	56893404	56893404;4414547;3210545	56893404;4414547;3210545;27162821;15678772
492	[19583924]	5106691	5106691;20532591;9160947	5106691;20532591;9160947;19583924;87610599
493	[19583924]	14550841	14550841;37699461;1145473	14550841;37699461;1145473;13798951;13980338
494	[34873974]	40971746	40971746;20767776;11822354	40971746;20767776;11822354;5558754;12232678
495	[17077004]	22227889	22227889;44562058;23531592	22227889;44562058;23531592;26038789;11887584
498	[17077004]	22227889	22227889;44562058;23531592	22227889;44562058;23531592;26038789;11887584
499	[26064662]	26064662	26064662;38735355;2460304	26064662;38735355;2460304;14711483;3654468
500	[17930286]	24285403	24285403;41735503;42095718	24285403;41735503;42095718;24510595;72372925
504	[10883736]	38401028	38401028;41925568;9291668	38401028;41925568;9291668;38493521;37969403
505	[22703082]	22703082	22703082;39550665;2638387	22703082;39550665;2638387;2099400;17464771
506	[7433668]	41120293	41120293;5519177;8604837	41120293;5519177;8604837;19511011;33169058
509	[13980338]	25516011	25516011;92499;13116880	25516011;92499;13116880;5107861;19511011
515	[29564505]	18988265	18988265;29564505;2032877	18988265;29564505;2032877;19464037;9440748
523	[14803797]	6793674	6793674;4445629;46277811	6793674;4445629;46277811;54490092;4959368
524	[14803797]	6793674	6793674;4445629;46277811	6793674;4445629;46277811;54490092;6121668
526	[3863543]	18909530	18909530;13509809;15337254	18909530;13509809;15337254;14972169;21645205
529	[10546779, 25413327, 36651210]	87610599	87610599;39801095;17945638	87610599;39801095;17945638;42484543;1447990
530	[10546779, 25413327, 36651210, 87610599]	87610599	87610599;39801095;17945638	87610599;39801095;17945638;42484543;1447990
531	[10546779, 25413327, 36651210]	87610599	87610599;1447990;2437807	87610599;1447990;2437807;39801095;17945638
537	[16056514]	20363389	20363389;86211914;14192687	20363389;86211914;14192687;2682251;9194077
541	[45154987, 11886686, 25007443]	16398827	16398827;17150648;11886686	16398827;17150648;11886686;6565037;11742219
542	[19688024]	19688024	19688024;7968532;41337677	19688024;7968532;41337677;13106686;23918031
545	[24221369]	1970884	1970884;7451018;8300657	1970884;7451018;8300657;6820680;42065070
547	[10648422]	10648422	10648422;10450300;13798951	10648422;10450300;13798951;25141908;39084565
548	[18199839]	22080671	22080671;16233471;7454794	22080671;16233471;7454794;15984735;11899391
550	[33499189]	41982985	41982985;8903143;22134353	41982985;8903143;22134353;2825380;23032247
