id	gold standard passage	top_1	top_3	top_5
64	[40349336]	12909503	12909503;30122260;21295300	12909503;30122260;21295300;5572127;16644043
66	[14806256]	39443128	39443128;10326242;20399078	39443128;10326242;20399078;25388309;8925851
67	[21295300]	21295300	21295300;12909503;213017	21295300;12909503;213017;5572127;29422484
68	[21295300]	21295300	21295300;29422484;21219071	21295300;29422484;21219071;28697248;29429111
69	[5956380, 4414547]	5956380	5956380;4414547;21307488	5956380;4414547;21307488;9669099;23985464
71	[1127562]	1127562	1127562;24864273;16267205	1127562;24864273;16267205;22362025;7036529
73	[6076903]	6076903	6076903;17119869;1031534	6076903;17119869;1031534;15953181;14333540
74	[4387784]	13965483	13965483;2837758;20330519	13965483;2837758;20330519;26488879;22703082
76	[5531479]	5531479	5531479;52925737;14407673	5531479;52925737;14407673;195683603;8774475
77	[5531479]	5531479	5531479;52925737;14407673	5531479;52925737;14407673;45770026;15248287
78	[5099266]	5099266	5099266;37608303;8551160	5099266;37608303;8551160;6082738;10494012
79	[5099266]	5099266	5099266;4407455;6000423	5099266;4407455;6000423;34469966;15414628
80	[4920376]	4320424	4320424;24190159;7317051	4320424;24190159;7317051;33507866;36310858
81	[1797622]	38919140	38919140;16964262;18038250	38919140;16964262;18038250;33796570;15833835
82	[3619372]	21387297	21387297;4427392;3619372	21387297;4427392;3619372;20033112;1905095
85	[7521113, 22406695]	12827098	12827098;7521113;12966719	12827098;7521113;12966719;4928057;2604063
86	[7521113, 22406695]	12827098	12827098;7521113;12966719	12827098;7521113;12966719;4928057;2604063
88	[7521113, 22406695]	12827098	12827098;3155731;13116880	12827098;3155731;13116880;10015292;12966719
89	[7521113, 22406695]	4254064	4254064;22973574;24594624	4254064;22973574;24594624;25068298;25994317
90	[22406695]	4254064	4254064;22973574;24594624	4254064;22973574;24594624;25068298;25994317
91	[1084345]	45276789	45276789;33733520;30553457	45276789;33733520;30553457;41493639;24906548
92	[1084345]	33733520	33733520;30553457;41493639	33733520;30553457;41493639;42950029;5922085
93	[2692522]	4399311	4399311;15435343;34469966	4399311;15435343;34469966;32533299;6000423
95	[1215116]	13966946	13966946;7433668;25878014	13966946;7433668;25878014;23801039;18025240
96	[14500725]	14500725	14500725;6085365;3662510	14500725;6085365;3662510;9274291;409280
98	[6540064]	6540064	6540064;37205759;27264454	6540064;37205759;27264454;18852643;30351165
104	[40164383]	32159283	32159283;24097933;40164383	32159283;24097933;40164383;17897801;14823313
105	[36606083]	36606083	36606083;25787749;164189	36606083;25787749;164189;15685921;24307695
106	[25515907, 5151024]	25515907	25515907;5151024;45447613	25515907;5151024;45447613;54490092;8318922
108	[6191684, 22995579, 23865182]	22995579	22995579;23865182;6191684	22995579;23865182;6191684;24865781;14606752
109	[4319174]	4319174	4319174;29381091;14865329	4319174;29381091;14865329;970012;32955023
111	[13513790]	13513790	13513790;7581911;23418635	13513790;7581911;23418635;13777138;4784069
112	[6157837]	6157837	6157837;1759213;26199970	6157837;1759213;26199970;25816994;14584755
114	[33872649]	33872649	33872649;15194125;2140513	33872649;15194125;2140513;4942718;21789744
116	[33872649]	33872649	33872649;2140513;4942718	33872649;2140513;4942718;3078080;40005757
119	[14606752]	14606752	14606752;5691302;14566771	14606752;5691302;14566771;22995579;17930286
120	[14606752]	14606752	14606752;22995579;5691302	14606752;22995579;5691302;39390206;14566771
121	[31460499]	24157077	24157077;12801438;1234098	24157077;12801438;1234098;36497180;43165768
122	[31460499]	24157077	24157077;12801438;1234098	24157077;12801438;1234098;36497180;43165768
123	[4883040]	4883040	4883040;31363207;13899137	4883040;31363207;13899137;7111021;17077004
126	[24512064]	28738741	28738741;27063470;5867846	28738741;27063470;5867846;46202852;23985464
134	[4695046]	21884449	21884449;39059143;35087728	21884449;39059143;35087728;14395738;5824985
138	[26016929]	26016929	26016929;457630;21914176	26016929;457630;21914176;1358909;10893238
139	[22080671]	6807122	6807122;15678772;31293581	6807122;15678772;31293581;49556906;3847200
144	[10582939]	10582939	10582939;40164383;7583161	10582939;40164383;7583161;14192687;24766509
149	[6227220]	6227220	6227220;31001322;56528795	6227220;31001322;56528795;10463997;39558597
152	[15488881]	15488881	15488881;38587347;1471041	15488881;38587347;1471041;15058155;38899659
153	[4702639]	2272614	2272614;9929089;25895285	2272614;9929089;25895285;9505402;711256
154	[4702639]	2272614	2272614;9929089;25895285	2272614;9929089;25895285;9505402;711256
155	[37549932]	37549932	37549932;22890091;34436231	37549932;22890091;34436231;4323425;10218447
156	[37549932]	37549932	37549932;22890091;34436231	37549932;22890091;34436231;4323425;10218447
157	[13439128]	13439128	13439128;39637840;2758012	13439128;39637840;2758012;16217855;2679511
159	[9394119]	2015126	2015126;9394119;3285322	2015126;9394119;3285322;22975806;4414547
160	[52874170]	52874170	52874170;23816832;3078080	52874170;23816832;3078080;5260382;654735
161	[6903077]	6903077	6903077;20187433;28931537	6903077;20187433;28931537;1398021;13868795
164	[5824985]	5824985	5824985;18872233;29022271	5824985;18872233;29022271;7627167;43220289
165	[5824985]	5824985	5824985;18872233;15559582	5824985;18872233;15559582;29022271;7627167
166	[18872233]	18872233	18872233;19071857;43220289	18872233;19071857;43220289;29022271;5824985
167	[18872233]	18872233	18872233;19071857;43220289	18872233;19071857;43220289;29022271;5824985
168	[5824985]	5824985	5824985;7627167;29022271	5824985;7627167;29022271;18872233;43220289
169	[5824985]	5824985	5824985;7627167;15559582	5824985;7627167;15559582;13831842;29022271
172	[12670680]	12670680	12670680;14938990;28015516	12670680;14938990;28015516;28149602;5448119
173	[8126244]	8411251	8411251;20781656;29877890	8411251;20781656;29877890;13907427;20524091
174	[1710116]	2947540	2947540;6985854;79336156	2947540;6985854;79336156;25597580;4340358
175	[1710116]	79336156	79336156;2947540;6985854	79336156;2947540;6985854;25597580;4340358
176	[32587939]	25510546	25510546;29459383;13780287	25510546;29459383;13780287;4399311;20904154
177	[9669099]	9669099	9669099;21557055;37204802	9669099;21557055;37204802;43880096;7225911
178	[16322674, 27123743, 23557241, 17450673]	13831558	13831558;1171121;3285322	13831558;1171121;3285322;2140497;12762485
181	[16966326]	16966326	16966326;9217800;13380011	16966326;9217800;13380011;6722522;2543135
182	[11369420]	19510470	19510470;6374918;10795340	19510470;6374918;10795340;8385277;13205096
184	[12827098]	12827098	12827098;8137081;17271462	12827098;8137081;17271462;10078024;46193388
186	[16855829]	17374970	17374970;12789595;84580585	17374970;12789595;84580585;2867345;24159217
187	[16855829]	17374970	17374970;12789595;84580585	17374970;12789595;84580585;2867345;24159217
189	[4421578]	3566945	3566945;5560962;4421578	3566945;5560962;4421578;4373433;7177329
196	[19313533]	19313533	19313533;26025820;3419709	19313533;26025820;3419709;9899292;3973445
197	[2177022]	2177022	2177022;40590358;13778710	2177022;40590358;13778710;6123924;25942757
199	[2177022]	2177022	2177022;13778710;40590358	2177022;13778710;40590358;23634484;8494570
200	[18231807]	18231807	18231807;35651106;13868795	18231807;35651106;13868795;28006126;2462673
201	[2462673]	2462673	2462673;35651106;28006126	2462673;35651106;28006126;13868795;18231807
203	[9558539]	9558539	9558539;25513319;41548287	9558539;25513319;41548287;15946643;7583725
204	[7898952]	7898952	7898952;470625;4412772	7898952;470625;4412772;25479072;4414547
205	[7898952, 470625]	470625	470625;7898952;4412772	470625;7898952;4412772;4414547;29125354
209	[32587939]	25510546	25510546;29459383;13780287	25510546;29459383;13780287;4399311;35760786
210	[13794374]	13794374	13794374;31154082;8458567	13794374;31154082;8458567;35760786;21547032
211	[13794374]	25606339	25606339;6903077;2758012	25606339;6903077;2758012;6290112;44737533
214	[13625993]	27054878	27054878;9846940;40156901	27054878;9846940;40156901;750781;20887554
220	[19205437]	19205437	19205437;14865329;15535511	19205437;14865329;15535511;1590744;11742219
221	[19205437]	19205437	19205437;29362104;37964706	19205437;29362104;37964706;17231273;10562341
222	[19205437]	19205437	19205437;29362104;37964706	19205437;29362104;37964706;17231273;10562341
223	[2014909]	2014909	2014909;42465769;5483793	2014909;42465769;5483793;2030623;25726838
224	[6944800]	32742683	32742683;10812605;35993767	32742683;10812605;35993767;952111;9648896
225	[6944800]	32742683	32742683;3727986;9648896	32742683;3727986;9648896;10812605;35993767
226	[6944800]	3727986	3727986;32742683;9648896	3727986;32742683;9648896;10812605;35993767
227	[26973393]	26973393	26973393;22980205;5406411	26973393;22980205;5406411;34066665;6550579
228	[4928057]	4928057	4928057;12827098;7521113	4928057;12827098;7521113;4460880;12966719
229	[56893404]	56893404	56893404;9394119;8892905	56893404;9394119;8892905;1387104;3285322
235	[4388470]	4388470	4388470;5597586;36708463	4388470;5597586;36708463;9047718;7011850
241	[2212067, 10608822]	11557602	11557602;4320111;14471161	11557602;4320111;14471161;19979816;8816869
242	[2212067, 10608822]	11557602	11557602;4320111;14471161	11557602;4320111;14471161;19979816;8816869
243	[8148122]	8148122	8148122;24766509;14225271	8148122;24766509;14225271;22428640;3874000
244	[21498497]	21498497	21498497;14644164;24707550	21498497;14644164;24707550;8596357;5798227
245	[8447873, 3430789]	3430789	3430789;25104843;22547508	3430789;25104843;22547508;19132741;33203108
246	[8447873, 3430789]	3430789	3430789;25104843;22547508	3430789;25104843;22547508;19132741;24097933
247	[13578199]	10474873	10474873;13578199;26008462	10474873;13578199;26008462;10669582;44420873
250	[1568684]	1568684	1568684;4319174;52865789	1568684;4319174;52865789;14865329;29381091
251	[1568684]	1568684	1568684;14865329;4319174	1568684;14865329;4319174;29381091;29691654
253	[37424881]	42441846	42441846;8595678;37424881	42441846;8595678;37424881;12810152;10557471
254	[37424881]	42441846	42441846;8595678;37424881	42441846;8595678;37424881;12810152;10557471
255	[5850219]	5850219	5850219;3413083;829646	5850219;3413083;829646;75636923;8298120
256	[5850219]	5850219	5850219;829646;3413083	5850219;829646;3413083;33257464;8298120
258	[22080671]	6397191	6397191;29509926;2260571	6397191;29509926;2260571;8446259;6144969
259	[8883846]	20261352	20261352;14657344;14806256	20261352;14657344;14806256;24596228;9904546
262	[14610165]	18924534	18924534;14050257;1667063	18924534;14050257;1667063;5519177;16806763
263	[11328820, 30041340, 14853989]	11328820	11328820;30041340;17967608	11328820;30041340;17967608;14853989;36089763
264	[11328820]	11328820	11328820;14853989;30041340	11328820;14853989;30041340;17967608;17741440
265	[2033917]	2033917	2033917;38127792;14205246	2033917;38127792;14205246;600808;1684489
266	[22405338]	22405338	22405338;7878807;18374364	22405338;7878807;18374364;12232678;7560876
267	[5912283, 31554917]	5912283	5912283;24346598;7627167	5912283;24346598;7627167;31554917;7239105
272	[11614737]	11614737	11614737;5114940;24019260	11614737;5114940;24019260;5551138;1759213
277	[14376683]	14376683	14376683;37677954;83667891	14376683;37677954;83667891;21230110;29107180
278	[14376683]	14376683	14376683;83667891;37677954	14376683;83667891;37677954;46193478;87986426
280	[25001628]	25001628	25001628;2931832;14075252	25001628;2931832;14075252;24670522;5238341
281	[4632921]	3514072	3514072;6401675;4632921	3514072;6401675;4632921;2151983;5116145
283	[1974176]	1974176	1974176;9822397;10071552	1974176;9822397;10071552;32534305;6207111
285	[5548081]	5548081	5548081;21216726;21859699	5548081;21216726;21859699;9539248;708425
286	[4709641]	4709641	4709641;15347087;47018050	4709641;15347087;47018050;4405194;5953485
287	[4709641]	4709641	4709641;15347087;4405194	4709641;15347087;4405194;5953485;13717103
290	[15048300]	15048300	15048300;95102458;13625993	15048300;95102458;13625993;3610080;23206239
292	[15048300]	15048300	15048300;13843341;16705338	15048300;13843341;16705338;13625993;583260
293	[10874408]	21170174	21170174;10874408;42267740	21170174;10874408;42267740;32638085;9704467
296	[4398832]	4398832	4398832;45875990;600808	4398832;45875990;600808;17805221;23356816
299	[39381118]	39381118	39381118;23403754;9588931	39381118;23403754;9588931;10698739;15836115
301	[3553087]	8496132	8496132;6828370;40721190	8496132;6828370;40721190;24221369;30297355
304	[14797520]	14797520	14797520;32275758;34559336	14797520;32275758;34559336;13072112;29788648
305	[14797520]	14797520	14797520;1354567;32275758	14797520;1354567;32275758;34559336;13072112
306	[7821634]	7821634	7821634;24190159;15248287	7821634;24190159;15248287;23403754;20738970
308	[7821634]	7821634	7821634;24190159;29073751	7821634;24190159;29073751;6121555;18938992
309	[7821634]	7821634	7821634;24190159;23403754	7821634;24190159;23403754;37444589;41646286
310	[6173523]	14464451	14464451;14185503;32770503	14464451;14185503;32770503;13123189;25041967
313	[6173523]	14464451	14464451;14185503;32770503	14464451;14185503;32770503;13123189;17447653
315	[3701541]	26735905	26735905;25576204;10463997	26735905;25576204;10463997;31882215;10024681
316	[712078]	20732789	20732789;9159125;2443495	20732789;9159125;2443495;6923961;24828165
317	[4506414]	4506414	4506414;30058568;12549585	4506414;30058568;12549585;30639847;4890578
323	[2014909]	22174015	22174015;4658268;2014909	22174015;4658268;2014909;24612804;19510470
325	[40349336]	12909503	12909503;40349336;43192375	12909503;40349336;43192375;3113630;39225849
326	[40349336]	12909503	12909503;40349336;3113630	12909503;40349336;3113630;43192375;30353437
330	[9505448]	9505448	9505448;13794374;9669099	9505448;13794374;9669099;40145839;23423230
331	[9505448]	9505448	9505448;13794374;9669099	9505448;13794374;9669099;14461101;7878807
332	[29023309]	29023309	29023309;8300657;798152	29023309;8300657;798152;44737533;20357868
333	[29023309]	29023309	29023309;8300657;798152	29023309;8300657;798152;44737533;20357868
334	[25079962]	25079962	25079962;24338780;46743299	25079962;24338780;46743299;21297708;2533768
335	[1780819]	1780819	1780819;4767806;6121668	1780819;4767806;6121668;9634465;42279414
336	[2097256]	18816720	18816720;8665891;17454301	18816720;8665891;17454301;42387637;2097256
337	[2097256]	18816720	18816720;8665891;17454301	18816720;8665891;17454301;42387637;2097256
339	[23349986]	23349986	23349986;36288526;24211561	23349986;36288526;24211561;15948830;14973286
340	[7098463]	7098463	7098463;5824985;16390264	7098463;5824985;16390264;25816994;32850528
341	[7098463]	7098463	7098463;5824985;32850528	7098463;5824985;32850528;5262240;43122426
342	[7873737, 5884524]	19308127	19308127;23783727;5884524	19308127;23783727;5884524;44827480;7873737
345	[4394817]	9641846	9641846;30580263;23577867	9641846;30580263;23577867;5254463;1507222
346	[11902109]	11902109	11902109;26873988;30714190	11902109;26873988;30714190;6673421;37699461
347	[11902109]	11902109	11902109;26873988;37699461	11902109;26873988;37699461;8610932;27588420
349	[13497630]	13497630	13497630;11109043;9997636	13497630;11109043;9997636;34198460;17088791
351	[14658685]	21622715	21622715;39048693;25263810	21622715;39048693;25263810;1791714;2452989
352	[14658685]	18855191	18855191;16167746;39048693	18855191;16167746;39048693;22561064;13277118
355	[12800122, 38380061]	9646449	9646449;13936152;38380061	9646449;13936152;38380061;15816729;12800122
356	[6144337]	2506153	2506153;6144337;52095986	2506153;6144337;52095986;37256966;19099739
357	[18111172]	20821402	20821402;12207340;12552297	20821402;12207340;12552297;18111172;15472716
358	[18111172]	20821402	20821402;12207340;12552297	20821402;12207340;12552297;18111172;15472716
361	[38587347]	38587347	38587347;15488881;34615397	38587347;15488881;34615397;15058155;10354110
363	[5386514]	20646904	20646904;37444589;2389574	20646904;37444589;2389574;20610557;18834078
364	[1550937]	2601324	2601324;17814815;19238	2601324;17814815;19238;1550937;34854444
365	[600437]	600437	600437;26019505;9304312	600437;26019505;9304312;38919140;418246
366	[13956305]	13956305	13956305;1265945;97884	13956305;1265945;97884;34481589;8428837
367	[27099731]	27099731	27099731;25612629;14831629	27099731;25612629;14831629;25691541;9967265
368	[27099731]	27099731	27099731;25612629;14831629	27099731;25612629;14831629;25691541;9967265
369	[6826100]	6826100	6826100;3882374;30507607	6826100;3882374;30507607;9675944;12152977
370	[1550937]	1550937	1550937;7399084;9787715	1550937;7399084;9787715;857189;31107919
371	[1550937]	1550937	1550937;7399084;9787715	1550937;7399084;9787715;857189;31107919
372	[24922825]	24922825	24922825;8883846;3566945	24922825;8883846;3566945;7177329;1071991
375	[1522647]	1522647	1522647;20459964;21048969	1522647;20459964;21048969;28249680;44693226
376	[22401061]	5710820	5710820;17433284;27580223	5710820;17433284;27580223;14337960;3929361
377	[18810195]	18810195	18810195;12225214;14180565	18810195;12225214;14180565;36855703;6788835
378	[45154987, 10534299, 11886686, 25007443, 17150648]	17150648	17150648;4700428;14782049	17150648;4700428;14782049;11886686;16398827
379	[19005293]	19005293	19005293;21651116;17223891	19005293;21651116;17223891;26068103;11328820
381	[18340282]	18340282	18340282;27123743;16098747	18340282;27123743;16098747;15512462;3524352
382	[11659421]	24652030	24652030;41710132;17412260	24652030;41710132;17412260;13814480;15521377
383	[13770184]	51972698	51972698;40666943;7285256	51972698;40666943;7285256;8582337;32357890
389	[1148122]	21602220	21602220;24019260;1148122	21602220;24019260;1148122;28025754;22908536
390	[1148122]	21602220	21602220;24019260;1148122	21602220;24019260;1148122;28025754;22908536
391	[1148122]	21602220	21602220;24019260;1148122	21602220;24019260;1148122;28025754;22908536
392	[1148122]	21602220	21602220;24019260;1148122	21602220;24019260;1148122;28025754;22908536
393	[1148122]	21602220	21602220;24019260;1148122	21602220;24019260;1148122;28025754;22908536
394	[11360768]	11360768	11360768;70455704;2425364	11360768;70455704;2425364;8842332;4550036
396	[1456068]	1456068	1456068;10209731;24918110	1456068;10209731;24918110;27240667;12438901
397	[1456068]	1456068	1456068;10209731;24918110	1456068;10209731;24918110;12438901;27240667
398	[8883846]	20261352	20261352;40473317;14657344	20261352;40473317;14657344;20646904;5752492
400	[791050]	791050	791050;471921;42387637	791050;471921;42387637;21003930;7285256
401	[5633876]	5633876	5633876;57783564;13242763	5633876;57783564;13242763;28071965;14492964
403	[1921218]	29459383	29459383;27437459;21150010	29459383;27437459;21150010;18938992;26108767
404	[1921218]	27437459	27437459;5132358;21150010	27437459;5132358;21150010;18938992;9278263
406	[6796297]	38899659	38899659;32170702;3118719	38899659;32170702;3118719;43619625;24356383
407	[9889151]	9451052	9451052;8411251;20781656	9451052;8411251;20781656;29877890;9889151
413	[6309659]	12443371	12443371;4709641;18852643	12443371;4709641;18852643;24906548;51386222
414	[6309659]	4709641	4709641;12443371;6947286	4709641;12443371;6947286;20937018;18852643
416	[6309659]	6309659	6309659;4709641;12443371	6309659;4709641;12443371;34228604;15669393
417	[6309659]	12443371	12443371;4709641;6309659	12443371;4709641;6309659;37205759;15669393
418	[16660256]	16494316	16494316;17188921;2714623	16494316;17188921;2714623;19752008;12785130
420	[9315213]	9315213	9315213;4583180;7150238	9315213;4583180;7150238;970012;1840993
422	[11172205]	21598000	21598000;15327601;15983148	21598000;15327601;15983148;35004872;28086354
423	[8595678]	42441846	42441846;37424881;18557974	42441846;37424881;18557974;19278208;8595678
425	[33257464]	33257464	33257464;13791044;20645335	33257464;13791044;20645335;27129115;23073816
426	[16728949]	16728949	16728949;28937856;29429111	16728949;28937856;29429111;83707680;4418070
428	[16728949]	4418070	4418070;29429111;28937856	4418070;29429111;28937856;83707680;16728949
429	[36540079]	36540079	36540079;22191759;3468459	36540079;22191759;3468459;14464451;5702790
430	[28937856]	10993232	10993232;19922508;2543135	10993232;19922508;2543135;36838958;24746892
432	[8002887]	8002887	8002887;31882215;33507866	8002887;31882215;33507866;6227220;3504761
434	[9500590]	41877386	41877386;4418070;18546584	41877386;4418070;18546584;13398997;10359591
435	[9500590]	10359591	10359591;41877386;4418070	10359591;41877386;4418070;15635366;18546584
441	[2014909]	2014909	2014909;25726838;2030623	2014909;25726838;2030623;5836;15435343
444	[10165258]	10526279	10526279;7583161;10165258	10526279;7583161;10165258;9911547;17271462
445	[10165258]	7583161	7583161;9911547;10526279	7583161;9911547;10526279;17271462;2853291
447	[2052720]	22703082	22703082;2052720;24705390	22703082;2052720;24705390;26488879;39550665
448	[2052720]	22703082	22703082;2052720;24705390	22703082;2052720;24705390;26488879;39550665
449	[12209494, 3430789]	33203108	33203108;8447873;22547508	33203108;8447873;22547508;19132741;24097933
453	[4200695]	4200695	4200695;38493521;44586415	4200695;38493521;44586415;42950029;11933721
454	[4200695]	4200695	4200695;53779698;40631095	4200695;53779698;40631095;2028532;4164929
455	[12643937]	4162857	4162857;10423989;7860396	4162857;10423989;7860396;13384318;20585600
456	[30507607]	30507607	30507607;6826100;42565477	30507607;6826100;42565477;8290760;26596106
458	[597790]	597790	597790;52865789;6227220	597790;52865789;6227220;10463997;14116046
461	[40096222]	40096222	40096222;15578265;52805891	40096222;15578265;52805891;6372244;2604063
463	[19736671]	1389264	1389264;4325398;13030852	1389264;4325398;13030852;25504006;14717213
466	[22544171]	22544171	22544171;34747208;15692098	22544171;34747208;15692098;14178995;834336
469	[1410197]	15889329	15889329;17150648;14924526	15889329;17150648;14924526;21767325;37592824
470	[12685434]	12685434	12685434;13235609;7028976	12685434;13235609;7028976;5123516;15570691
472	[7185591, 26330861, 4414481]	1754001	1754001;6106004;11527822	1754001;6106004;11527822;7185591;4463811
473	[4373433]	7177329	7177329;2601135;10562341	7177329;2601135;10562341;35521287;3330111
474	[4373433]	37182501	37182501;34254203;42377686	37182501;34254203;42377686;7177329;11359243
479	[6325527]	6325527	6325527;3761017;23627419	6325527;3761017;23627419;18256197;37065914
480	[6325527]	6325527	6325527;3761017;23627419	6325527;3761017;23627419;18256197;37065914
481	[14706752]	14706752	14706752;368506;14119470	14706752;368506;14119470;8093935;25251625
482	[10991183]	10991183	10991183;8093935;24881307	10991183;8093935;24881307;32532238;10530014
483	[22703082]	24705390	24705390;22703082;26488879	24705390;22703082;26488879;29367554;34258065
484	[14637235]	12588500	12588500;7137057;19485243	12588500;7137057;19485243;502591;29877890
485	[14637235]	30041340	30041340;25606339;502591	30041340;25606339;502591;22522432;7137057
486	[14637235]	12588500	12588500;19485243;7137057	12588500;19485243;7137057;29877890;502591
487	[14637235]	25606339	25606339;30041340;22522432	25606339;30041340;22522432;8460275;29788648
488	[1780819]	1780819	1780819;11359243;6121668	1780819;11359243;6121668;2494748;24249915
489	[6625693]	1320137	1320137;5473074;22561064	1320137;5473074;22561064;24706198;25606339
490	[56893404]	56893404	56893404;24269361;15678772	56893404;24269361;15678772;24521894;8529693
492	[19583924]	92499	92499;19583924;9911547	92499;19583924;9911547;18374364;17271462
493	[19583924]	515489	515489;6718824;25830701	515489;6718824;25830701;14550841;19583924
494	[34873974]	13223957	13223957;34054472;34873974	13223957;34054472;34873974;17897801;13350374
495	[17077004]	22227889	22227889;5548081;17077004	22227889;5548081;17077004;5835149;45461275
498	[17077004]	22227889	22227889;5548081;34139429	22227889;5548081;34139429;17077004;5835149
499	[26064662]	26064662	26064662;12662435;23206239	26064662;12662435;23206239;30983338;1538080
500	[17930286]	17930286	17930286;6191684;21274919	17930286;6191684;21274919;12667988;24285403
504	[10883736]	10883736	10883736;38401028;53211308	10883736;38401028;53211308;12691537;21003930
505	[22703082]	22703082	22703082;2638387;7465900	22703082;2638387;7465900;24705390;39550665
506	[7433668]	45401535	45401535;14853989;40323148	45401535;14853989;40323148;23117928;21439293
509	[13980338]	25516011	25516011;104143831;18374364	25516011;104143831;18374364;14550841;11900630
515	[29564505]	29564505	29564505;20109325;2032877	29564505;20109325;2032877;18988265;21287352
523	[14803797]	6793674	6793674;33684572;14803797	6793674;33684572;14803797;13714201;25822299
524	[14803797]	6793674	6793674;33684572;14803797	6793674;33684572;14803797;46277811;54490092
526	[3863543]	1617327	1617327;3863543;4653837	1617327;3863543;4653837;4421742;18489989
529	[10546779, 25413327, 36651210]	3360421	3360421;11335860;26374799	3360421;11335860;26374799;25413327;36651210
530	[10546779, 25413327, 36651210, 87610599]	3360421	3360421;11335860;25413327	3360421;11335860;25413327;26374799;36651210
531	[10546779, 25413327, 36651210]	3360421	3360421;25413327;11335860	3360421;25413327;11335860;26374799;36651210
537	[16056514]	16056514	16056514;21046889;4447055	16056514;21046889;4447055;9288638;36637129
541	[45154987, 11886686, 25007443]	17150648	17150648;4700428;14782049	17150648;4700428;14782049;2225918;2481032
542	[19688024]	19688024	19688024;41337677;7968532	19688024;41337677;7968532;1049501;40044800
545	[24221369]	6820680	6820680;5137019;1970884	6820680;5137019;1970884;44366096;15419873
547	[10648422]	10648422	10648422;37762357;8639034	10648422;37762357;8639034;26068103;9334631
548	[18199839]	6070278	6070278;24998637;164985	6070278;24998637;164985;33118292;11630388
